application_id,age,income,employment_years,loan_amount,term_months,existing_debt,dti,prior_defaults,inquiries_6m,purpose,region,defaulted_12m
A203760,53,62159,2.4,8824,48,4255,0.0697,0,0,home_improvement,south,0
A203761,44,74273,0.6,8684,24,1845,0.0709,0,0,education,north,0
A203762,39,115129,5.6,4817,48,2014,0.0192,0,1,car,east,0
A203763,44,59410,8.3,11387,12,9129,0.2685,0,0,home_improvement,south,0
A203764,21,59720,1.4,13722,48,1303,0.0684,2,1,education,east,0
A203765,43,30079,1.6,8922,48,6135,0.1761,1,1,debt_consolidation,east,1
A203766,39,17023,1.8,5368,24,6362,0.3445,0,4,debt_consolidation,south,0
A203767,37,51560,3.1,16692,48,22823,0.3023,0,2,car,east,0
A203768,26,83885,10.0,7343,60,6422,0.0558,0,0,home_improvement,east,0
A203769,52,87433,5.4,1441,36,5250,0.0355,0,2,other,central,0
A203770,55,48564,2.6,12640,48,1879,0.0844,0,1,other,east,0
A203771,40,136836,2.2,7180,60,4035,0.0252,0,2,home_improvement,central,0
A203772,47,78519,5.8,8510,60,2191,0.0356,0,3,other,east,1
A203773,52,54466,1.3,5988,24,60539,0.6107,0,0,car,central,1
A203774,33,48778,8.5,11873,24,14927,0.2747,0,1,car,south,0
A203775,29,22384,6.3,10569,24,13174,0.5304,0,1,other,north,0
A203776,55,26960,4.3,19511,48,11044,0.3857,0,3,debt_consolidation,central,0
A203777,56,51942,6.1,6727,60,15536,0.1755,0,0,car,central,0
A203778,25,59496,1.4,7649,36,2926,0.0674,0,1,debt_consolidation,north,0
A203779,47,57152,5.6,41114,36,1992,0.2572,0,5,other,north,0
A203780,43,91416,4.4,8148,36,377,0.0318,0,0,home_improvement,south,0
A203781,46,32676,2.8,2371,24,10910,0.2032,0,2,car,central,0
A203782,36,81199,7.2,12676,48,8952,0.0942,1,4,home_improvement,central,0
A203783,23,48006,1.2,2672,12,24981,0.3158,0,1,debt_consolidation,east,0
A203784,43,79139,8.9,42080,24,5097,0.2981,0,0,home_improvement,central,0
A203785,21,57494,3.6,7391,48,1443,0.0447,0,0,education,south,0
A203786,37,61358,2.5,44967,60,24851,0.3491,0,0,medical,central,0
A203787,38,97456,10.2,3096,48,5189,0.0346,0,3,other,north,0
A203788,37,24996,4.7,2343,36,1665,0.0646,0,2,home_improvement,south,0
A203789,46,30999,2.1,8026,24,9853,0.2884,0,1,car,central,0
A203790,49,100998,4.9,8043,24,2994,0.0546,0,0,home_improvement,east,0
A203791,38,140843,2.2,4275,36,5065,0.0281,0,2,medical,central,0
A203792,35,43846,3.8,11003,36,2309,0.11,1,0,education,north,1
A203793,51,19906,3.1,21399,12,12225,1.2,0,0,other,north,1
A203794,31,79748,2.6,5142,12,3108,0.084,0,1,debt_consolidation,north,0
A203795,29,152830,2.2,6733,48,578,0.0129,0,1,car,north,0
A203796,25,57953,5.0,10538,24,12056,0.1949,0,3,debt_consolidation,east,1
A203797,48,57293,2.3,8913,12,1673,0.1702,0,1,medical,south,0
A203798,40,39337,10.5,6767,12,11219,0.3146,0,0,debt_consolidation,central,0
A203799,44,97955,16.5,9105,24,21396,0.1557,0,1,home_improvement,north,0
A203800,33,19391,12.6,9700,24,3387,0.3375,0,0,debt_consolidation,east,0
A203801,24,137912,1.5,6288,60,1969,0.0163,0,3,home_improvement,central,0
A203802,34,55450,3.9,19106,48,33166,0.3852,1,0,education,east,0
A203803,26,67177,0.8,7857,12,6916,0.1684,0,3,other,north,0
A203804,21,30468,2.3,18198,36,11191,0.3827,0,2,debt_consolidation,east,1
A203805,36,32533,5.2,8712,12,13453,0.4745,0,2,home_improvement,south,0
A203806,34,42831,1.9,1830,48,20335,0.2481,0,0,car,east,0
A203807,42,21425,3.8,24814,24,5149,0.6993,0,5,car,south,1
A203808,33,53500,6.9,19046,60,2719,0.0966,0,0,debt_consolidation,central,0
A203809,50,130034,1.1,27592,12,386,0.2137,0,2,debt_consolidation,south,0
A203810,42,22178,11.1,11558,36,280,0.18,0,3,debt_consolidation,central,0
A203811,39,44404,2.2,7444,12,3056,0.2021,0,0,medical,east,0
A203812,47,36016,4.9,8514,12,17961,0.4857,0,0,debt_consolidation,central,0
A203813,45,57888,3.6,16506,36,13331,0.2102,3,1,medical,north,0
A203814,36,41154,6.3,5137,24,7376,0.152,0,1,medical,east,0
A203815,39,22020,7.2,6028,36,3627,0.1736,0,2,other,central,0
A203816,38,48009,0.1,10583,12,22915,0.4591,0,0,other,east,0
A203817,52,21480,2.7,4436,36,9018,0.2788,0,1,debt_consolidation,north,0
A203818,45,81849,4.9,8052,60,2101,0.0325,0,4,education,east,0
A203819,43,31677,2.0,6707,48,1899,0.0829,0,0,debt_consolidation,east,0
A203820,40,40719,2.7,5579,12,2748,0.1708,0,4,other,central,0
A203821,54,33359,0.8,6334,12,5340,0.2699,0,0,other,east,0
A203822,36,63289,2.6,10728,48,4065,0.0745,0,2,other,central,0
A203823,52,59238,2.3,5418,24,4860,0.0868,0,4,home_improvement,central,0
A203824,40,33829,2.3,4888,36,3326,0.0973,0,1,debt_consolidation,south,0
A203825,36,51542,1.9,6528,12,8287,0.207,0,3,other,north,0
A203826,28,79802,3.4,7534,12,48880,0.4007,1,5,debt_consolidation,east,0
A203827,21,26497,4.3,5683,36,652,0.0838,0,4,home_improvement,north,0
A203828,34,71512,14.3,20122,24,21133,0.2884,0,0,debt_consolidation,south,0
A203829,49,234860,5.6,12318,48,109503,0.2462,0,1,home_improvement,east,0
A203830,37,29068,1.5,8704,36,10020,0.2722,0,1,medical,central,0
A203831,36,49002,6.6,5365,12,21226,0.3261,0,2,education,east,0
A203832,35,54982,2.2,5669,12,6670,0.1638,0,1,home_improvement,east,0
A203833,30,73992,12.7,18151,48,8006,0.1154,0,0,medical,east,0
A203834,48,63963,6.3,4891,36,826,0.0319,0,0,car,north,0
A203835,31,40467,8.4,18275,60,2662,0.1232,0,3,home_improvement,south,0
A203836,53,27125,7.7,10422,48,1806,0.1293,0,0,other,central,0
A203837,55,55350,9.8,11920,48,23045,0.262,2,1,debt_consolidation,central,0
A203838,52,39109,1.4,6380,36,3751,0.1023,0,1,medical,east,1
A203839,51,38606,0.4,4131,60,2376,0.0522,0,0,education,central,0
A203840,21,61854,4.1,9541,60,7574,0.0921,0,4,medical,east,0
A203841,33,41195,5.7,24279,48,4999,0.208,0,2,medical,central,0
A203842,41,99687,5.8,3647,12,4234,0.0578,0,4,debt_consolidation,south,0
A203843,27,27259,7.3,10684,36,2003,0.1674,0,2,debt_consolidation,east,0
A203844,40,53008,4.0,3144,24,3734,0.0649,0,0,debt_consolidation,south,0
A203845,45,30158,6.5,4902,36,7489,0.1783,0,1,debt_consolidation,east,0
A203846,44,55664,4.5,3719,60,5983,0.0671,0,1,medical,central,0
A203847,44,65800,0.7,4695,24,2953,0.0581,0,0,car,north,0
A203848,26,29864,3.7,7686,36,8332,0.2253,0,1,car,north,0
A203849,21,41545,5.1,14304,48,1933,0.1093,0,4,car,east,0
A203850,35,101592,9.1,6252,36,35003,0.1928,0,0,debt_consolidation,central,0
A203851,41,74319,6.4,4696,12,1964,0.0764,0,3,car,east,0
A203852,45,90609,5.2,5751,12,16832,0.1564,0,1,other,central,0
A203853,58,71256,5.0,8163,48,326,0.0309,0,0,debt_consolidation,central,0
A203854,45,87183,4.7,6481,24,953,0.0426,0,4,car,central,0
A203855,21,96397,3.4,4266,48,2601,0.0246,0,4,education,central,1
A203856,40,73526,10.4,7308,36,1359,0.0424,0,1,car,north,0
A203857,21,45735,10.8,8029,48,24220,0.3087,0,2,car,south,0
A203858,47,31724,3.4,7885,12,10930,0.4208,0,1,home_improvement,south,0
A203859,37,41422,8.3,2122,24,33305,0.4276,0,0,debt_consolidation,east,0
A203860,29,22914,0.1,27135,24,8135,0.7696,2,3,car,central,0
A203861,24,73931,15.6,10487,36,3458,0.0707,0,0,other,central,0
A203862,26,85126,2.8,5902,12,625,0.073,0,5,car,south,0
A203863,49,80780,4.3,3310,48,7011,0.0536,2,0,education,central,1
A203864,34,58194,1.2,15164,48,4203,0.1013,0,1,car,south,0
A203865,44,41414,9.1,7292,36,3471,0.1006,2,0,medical,north,0
A203866,35,27902,2.6,10386,60,2529,0.1198,0,2,car,south,0
A203867,34,74102,2.1,6535,48,10654,0.0939,0,1,car,south,0
A203868,21,19002,6.5,7501,24,1503,0.2369,0,0,debt_consolidation,central,0
A203869,21,53008,10.7,18479,36,9472,0.2055,0,0,debt_consolidation,east,0
A203870,32,80858,2.1,14596,36,28887,0.2388,0,3,education,central,1
A203871,25,60833,11.4,6567,48,14033,0.1423,3,0,car,south,0
A203872,49,21456,2.7,9263,60,11187,0.347,0,1,car,south,0
A203873,35,115345,4.3,3832,12,134415,0.6159,0,1,medical,central,0
A203874,52,172242,2.4,8570,48,18141,0.0651,0,1,debt_consolidation,east,0
A203875,57,16037,1.2,11016,12,12964,1.0911,0,2,home_improvement,south,1
A203876,32,59409,4.3,2703,60,15181,0.1369,0,0,other,north,0
A203877,31,51007,1.8,7004,12,2351,0.1604,0,0,debt_consolidation,central,0
A203878,33,29256,4.6,8244,48,4026,0.1393,0,0,home_improvement,east,0
A203879,38,20385,7.5,9828,60,1714,0.1385,0,4,debt_consolidation,south,0
A203880,40,36474,2.5,10721,60,3803,0.1109,0,1,car,north,0
A203881,21,55344,1.2,9669,48,23516,0.2561,0,2,car,north,1
A203882,25,66450,2.1,3320,12,10141,0.1263,0,1,medical,east,0
A203883,44,52998,3.9,6903,24,1665,0.0808,0,0,debt_consolidation,north,0
A203884,41,27702,12.8,19206,12,2869,0.7451,0,0,car,central,0
A203885,45,64693,1.3,9048,60,6951,0.0817,1,2,home_improvement,central,1
A203886,33,47237,3.3,6829,48,5825,0.0978,0,2,education,north,0
A203887,45,69414,6.1,6101,60,5461,0.0569,0,3,car,east,0
A203888,45,51217,7.7,4438,36,11964,0.1457,1,3,debt_consolidation,north,0
A203889,21,99840,3.9,5735,36,10886,0.0737,0,0,home_improvement,north,0
A203890,21,47763,3.1,13228,48,1753,0.0876,0,1,education,north,0
A203891,42,46344,4.4,5385,60,27732,0.3224,0,0,debt_consolidation,north,1
A203892,54,52009,10.5,17740,12,18023,0.5144,0,0,debt_consolidation,central,0
A203893,44,45855,3.3,11118,48,30604,0.3943,0,1,home_improvement,north,0
A203894,55,53905,0.7,6500,48,24265,0.2552,0,1,car,north,0
A203895,53,78245,10.1,5936,24,6454,0.0792,0,5,car,east,0
A203896,40,70955,2.3,4241,12,3722,0.086,0,0,home_improvement,central,0
A203897,21,41660,3.4,11212,24,4938,0.1938,0,0,other,south,0
A203898,39,40039,9.4,8091,60,9697,0.1615,0,1,debt_consolidation,central,0
A203899,33,129157,2.8,30362,48,6063,0.0822,2,1,debt_consolidation,south,0
A203900,24,13006,4.5,6748,60,4223,0.2661,0,1,debt_consolidation,east,0
A203901,33,37955,3.6,7807,12,2955,0.2446,2,0,education,north,1
A203902,39,28165,3.2,3159,24,3641,0.1207,0,1,debt_consolidation,east,0
A203903,33,49158,11.4,3413,60,3922,0.0538,2,1,other,north,0
A203904,26,29746,3.7,14220,24,2978,0.2891,1,4,medical,south,1
A203905,41,39290,5.3,11012,60,3528,0.101,0,0,debt_consolidation,central,0
A203906,58,41647,3.0,28785,24,49278,0.9372,0,1,car,south,0
A203907,43,29872,6.6,22898,60,3304,0.2086,0,2,car,east,0
A203908,24,41511,1.6,12093,60,1557,0.077,0,0,car,north,0
A203909,21,27863,2.8,5391,36,1106,0.0843,1,1,car,north,1
A203910,28,69843,2.3,7667,12,8150,0.1681,0,3,debt_consolidation,central,0
A203911,40,95684,8.8,14289,60,375,0.0318,0,0,debt_consolidation,east,1
A203912,44,176359,2.2,5411,48,13442,0.0458,1,0,car,south,0
A203913,33,37919,8.5,26690,24,1174,0.3674,0,2,car,south,0
A203914,40,58969,5.1,14295,36,39286,0.4139,1,2,debt_consolidation,south,0
A203915,39,118226,9.6,5761,48,821,0.0157,0,1,debt_consolidation,north,0
A203916,32,88219,3.4,15648,60,3626,0.056,0,0,medical,south,0
A203917,26,38387,15.2,18948,36,13572,0.3413,0,0,car,south,0
A203918,26,40359,0.1,8115,48,4949,0.1116,0,0,home_improvement,south,0
A203919,54,48469,6.5,21778,60,13815,0.2324,0,1,home_improvement,east,0
A203920,21,71575,5.7,17161,60,1539,0.0587,0,2,debt_consolidation,north,0
A203921,46,69417,4.1,7643,60,3242,0.0454,0,0,home_improvement,south,0
A203922,30,194757,5.3,7493,24,11796,0.0495,0,0,debt_consolidation,east,0
A203923,46,54846,13.2,18355,12,1222,0.3458,0,2,car,south,0
A203924,30,61183,6.0,13967,12,4065,0.2615,1,0,car,north,0
A203925,30,38635,3.8,1824,36,58123,0.7679,0,1,debt_consolidation,central,0
A203926,34,58271,2.7,7421,48,13585,0.1484,0,0,debt_consolidation,north,0
A203927,32,78281,12.6,6143,60,5251,0.0492,0,1,education,north,0
A203928,26,66778,3.9,22066,12,410,0.3335,0,1,medical,north,0
A203929,34,100486,0.6,9946,60,51096,0.274,0,1,home_improvement,north,0
A203930,42,33048,2.6,2808,48,12265,0.2068,0,0,car,north,0
A203931,62,49476,10.2,7770,12,961,0.1668,0,1,debt_consolidation,north,0
A203932,28,29078,2.3,16086,48,11450,0.3352,0,0,other,east,0
A203933,42,80613,0.7,5389,60,6352,0.0528,0,1,medical,north,0
A203934,21,49126,4.2,2307,48,3412,0.0465,0,0,home_improvement,north,0
A203935,58,68516,2.4,4693,48,13868,0.1183,0,0,debt_consolidation,north,0
A203936,40,87175,3.7,7853,12,2397,0.1038,0,1,car,central,0
A203937,43,28781,6.1,3739,36,3876,0.1106,0,0,debt_consolidation,central,0
A203938,49,59794,4.0,8187,12,14834,0.261,0,3,debt_consolidation,south,0
A203939,46,37123,13.3,11526,60,2515,0.096,0,1,other,east,0
A203940,50,39898,9.4,12162,48,761,0.0857,0,4,other,east,0
A203941,30,25857,3.1,2867,48,4144,0.1079,0,1,debt_consolidation,east,0
A203942,34,86315,3.6,4529,36,831,0.0223,1,1,home_improvement,south,0
A203943,25,40279,9.9,8549,24,41634,0.6229,0,5,debt_consolidation,east,1
A203944,40,54306,1.4,12070,60,507,0.0491,0,0,debt_consolidation,east,0
A203945,33,92212,2.9,7119,48,15627,0.104,0,0,debt_consolidation,east,0
A203946,38,31121,14.8,15285,60,3428,0.1533,1,1,car,central,0
A203947,47,84900,5.4,3621,36,598,0.0177,0,1,other,east,0
A203948,29,31942,0.7,8217,60,5196,0.1328,0,0,debt_consolidation,east,0
A203949,28,99683,5.1,9485,24,1437,0.0548,0,3,home_improvement,central,0
A203950,33,60415,1.0,7647,24,2835,0.0867,0,2,other,north,0
A203951,63,42447,7.2,13253,36,3115,0.1408,0,1,other,north,0
A203952,41,102201,12.0,3998,24,1317,0.026,0,2,home_improvement,central,0
A203953,54,37342,4.5,10689,48,9049,0.1927,0,3,home_improvement,central,0
A203954,41,188217,2.2,10897,12,12053,0.0899,0,2,education,east,0
A203955,62,97389,7.2,9964,36,2546,0.0472,0,0,education,south,0
A203956,30,127208,16.2,13155,12,3638,0.1177,1,3,debt_consolidation,south,1
A203957,24,35534,10.2,21873,12,16540,0.8483,0,1,home_improvement,north,1
A203958,41,37643,4.5,3888,24,3444,0.0974,0,1,debt_consolidation,east,0
A203959,55,18299,4.3,8493,36,8826,0.3959,0,4,debt_consolidation,east,0
A203960,21,110676,3.9,9119,36,2085,0.0369,1,5,debt_consolidation,south,0
A203961,51,60860,1.9,6232,36,11855,0.1315,0,1,education,east,0
A203962,21,31628,0.6,1696,36,2354,0.0551,0,0,other,north,0
A203963,32,25842,2.7,3806,48,7728,0.1863,0,5,education,north,0
A203964,21,137819,2.9,13448,60,7441,0.0465,0,1,debt_consolidation,east,0
A203965,27,27232,0.8,2841,48,2382,0.0698,1,1,other,south,0
A203966,30,53725,6.1,14479,24,3192,0.1645,1,0,debt_consolidation,north,0
A203967,41,69730,5.3,6224,60,9836,0.0884,1,4,medical,north,1
A203968,23,75100,4.0,9203,60,3641,0.0487,1,0,debt_consolidation,central,0
A203969,37,98304,6.0,7337,24,5353,0.0645,0,2,debt_consolidation,central,0
A203970,50,92567,3.5,10056,48,6882,0.0643,1,1,car,south,0
A203971,33,37612,4.0,20509,12,3217,0.588,0,0,debt_consolidation,north,1
A203972,28,28045,4.4,12692,60,5339,0.1857,0,0,debt_consolidation,central,0
A203973,46,52011,10.2,7979,48,2036,0.0579,2,0,home_improvement,south,0
A203974,36,47892,2.9,9467,36,17135,0.2448,0,0,car,central,0
A203975,21,25807,3.1,4831,24,3818,0.1676,0,2,debt_consolidation,central,0
A203976,50,67596,2.8,19831,60,10585,0.137,0,0,medical,south,0
A203977,45,76784,7.7,6448,24,8878,0.0998,1,2,debt_consolidation,north,0
A203978,47,229673,4.4,3222,24,8950,0.0265,0,2,debt_consolidation,north,0
A203979,49,46712,0.8,27093,12,3194,0.6142,0,3,other,north,1
A203980,63,30403,6.0,10775,48,835,0.1023,0,2,home_improvement,south,0
A203981,45,74752,5.2,4964,12,32691,0.2851,0,0,other,central,0
A203982,24,42115,5.9,14442,12,13093,0.4984,0,3,home_improvement,east,0
A203983,38,127855,2.0,20542,36,3334,0.0666,0,0,debt_consolidation,central,0
A203984,58,34555,10.5,11429,36,9237,0.2439,0,1,debt_consolidation,north,0
A203985,37,95761,1.5,6380,24,5321,0.0611,0,5,medical,south,0
A203986,23,116184,0.8,9952,36,17120,0.1022,0,0,medical,south,0
A203987,31,52174,0.9,6656,60,17304,0.1913,0,1,medical,south,0
A203988,26,57307,5.4,13001,48,1500,0.0698,0,2,debt_consolidation,central,0
A203989,33,53526,0.6,11104,36,2548,0.093,0,1,car,central,0
A203990,42,29448,5.1,10606,12,7703,0.491,0,1,education,north,0
A203991,25,49936,2.5,2476,24,1844,0.0433,0,0,car,east,0
A203992,37,55225,1.0,27257,24,8331,0.3222,0,1,car,north,0
A203993,62,111908,6.2,19916,24,88508,0.4844,1,4,debt_consolidation,north,0
A203994,42,22150,1.2,42534,60,4655,0.4891,0,0,home_improvement,south,0
A203995,41,161592,6.9,10164,12,48111,0.2118,2,1,debt_consolidation,north,0
A203996,31,43022,6.9,9579,48,2298,0.0824,1,0,car,south,0
A203997,30,62892,5.3,10963,48,3874,0.0744,0,1,other,south,0
A203998,31,47635,7.8,26062,24,1208,0.2862,0,4,car,north,0
A203999,37,28045,7.3,11867,48,40650,0.8305,0,0,car,east,0
A204000,32,31466,4.6,6588,48,2589,0.0935,2,2,education,south,0
A204001,26,70374,0.8,7801,36,3377,0.0609,0,0,car,central,1
A204002,60,37772,5.3,18390,48,571,0.1293,1,5,car,north,0
A204003,35,40172,7.3,9544,12,25661,0.557,0,0,car,central,1
A204004,31,52803,0.9,29250,12,13710,0.6838,2,1,debt_consolidation,central,0
A204005,33,52031,5.4,12516,48,2904,0.088,0,1,debt_consolidation,east,0
A204006,49,79477,4.3,14598,12,5351,0.2173,0,0,home_improvement,east,0
A204007,30,40373,1.0,4960,12,6150,0.199,0,2,car,east,0
A204008,28,78659,9.1,6528,12,10974,0.1527,0,2,education,central,0
A204009,38,42210,3.3,7738,24,41539,0.5837,1,4,medical,central,1
A204010,44,69576,10.1,6367,24,1435,0.0561,0,0,debt_consolidation,east,0
A204011,47,53105,3.3,10048,60,4360,0.0789,0,0,home_improvement,north,0
A204012,38,41772,8.9,20077,12,4310,0.5322,0,1,debt_consolidation,south,0
A204013,24,53495,15.1,6384,60,3534,0.0569,0,3,debt_consolidation,east,0
A204014,21,170008,8.6,12223,12,4892,0.0863,0,5,home_improvement,east,0
A204015,65,40451,3.3,14196,24,8043,0.2749,0,3,car,north,0
A204016,51,80043,1.2,10185,12,2116,0.1405,0,2,debt_consolidation,north,0
A204017,52,86659,3.7,8863,12,8589,0.1518,1,0,debt_consolidation,north,0
A204018,23,47211,3.8,3946,60,9002,0.1121,0,0,car,east,0
A204019,36,21088,7.3,5531,48,31121,0.8035,0,0,education,south,0
A204020,47,77372,3.5,14583,24,1060,0.1011,0,4,medical,east,0
A204021,34,77585,0.2,4792,24,3144,0.0511,0,3,other,central,0
A204022,39,22440,2.6,8763,24,4235,0.2896,0,2,debt_consolidation,south,0
A204023,22,80313,6.7,10255,60,29840,0.2113,0,0,education,east,0
A204024,46,57768,0.7,9646,24,9524,0.1659,0,2,other,east,1
A204025,41,36365,4.3,6501,12,14551,0.3788,0,0,medical,south,0
A204026,43,24367,6.7,14938,60,26130,0.6588,0,1,home_improvement,east,0
A204027,31,32099,4.6,6181,36,2317,0.1003,0,0,debt_consolidation,north,0
A204028,29,103589,4.7,2632,48,2079,0.0164,0,0,car,east,0
A204029,49,65069,2.0,5331,12,14837,0.1959,0,0,education,central,0
A204030,35,30875,10.5,2494,12,8491,0.2183,0,0,other,east,0
A204031,30,30255,4.1,4282,24,1393,0.0938,0,1,debt_consolidation,north,0
A204032,29,123601,7.1,12518,24,5768,0.074,0,1,medical,central,0
A204033,38,18209,5.0,18389,60,1955,0.2557,0,1,education,south,0
A204034,29,86790,1.0,40875,12,1202,0.4779,0,2,debt_consolidation,south,0
A204035,38,72223,8.1,7797,60,2472,0.0387,0,2,education,east,0
A204036,53,44082,4.7,8015,60,5102,0.0942,0,0,car,south,0
A204037,35,30263,9.8,6056,12,4158,0.2688,0,3,home_improvement,central,0
A204038,55,58392,16.7,6256,24,29136,0.3031,1,1,home_improvement,central,0
A204039,31,22594,4.3,7132,36,22684,0.6072,0,0,home_improvement,north,0
A204040,28,44894,4.8,5458,24,19432,0.2772,0,5,home_improvement,east,0
A204041,45,78394,3.2,2803,36,927,0.0178,0,0,education,east,0
A204042,45,31605,6.7,4319,12,7908,0.2618,0,2,education,south,0
A204043,58,90717,2.8,5165,60,7439,0.0524,0,0,debt_consolidation,central,0
A204044,48,22937,5.9,10583,60,14114,0.3999,0,2,other,north,0
A204045,43,72141,11.8,14077,60,4549,0.0706,0,1,car,central,0
A204046,37,38852,5.5,7608,48,4373,0.1052,2,0,home_improvement,east,0
A204047,41,9000,1.2,8804,24,25358,1.2,0,4,medical,south,1
A204048,30,62507,6.4,7815,12,8369,0.192,1,5,education,south,0
A204049,37,64611,7.1,12222,60,38444,0.3353,0,0,car,south,0
A204050,29,40439,3.8,7274,36,12515,0.2147,0,3,debt_consolidation,north,0
A204051,21,58824,1.0,4398,24,62695,0.5703,0,5,other,east,0
A204052,34,28358,3.6,24997,36,475,0.3022,2,0,debt_consolidation,south,1
A204053,30,94428,7.7,9949,24,3929,0.0735,0,5,car,central,0
A204054,54,31917,4.2,6947,60,16574,0.3032,0,2,medical,east,0
A204055,46,52195,1.1,43896,24,35569,0.7612,0,1,car,north,0
A204056,54,68474,3.5,11517,12,9291,0.236,0,2,medical,north,0
A204057,32,29840,3.8,3429,12,8218,0.2526,0,0,car,north,0
A204058,35,37955,0.7,12980,48,6962,0.1772,0,0,debt_consolidation,south,0
A204059,53,31651,1.9,4413,48,3368,0.0881,0,1,other,central,0
A204060,37,62787,1.9,36368,36,7007,0.2489,1,1,car,north,1
A204061,25,49603,6.6,8428,12,1670,0.1867,0,0,home_improvement,south,1
A204062,26,39847,13.0,7467,24,19364,0.3367,1,0,education,south,0
A204063,47,43528,3.7,11060,24,24357,0.4068,0,0,education,central,0
A204064,21,77233,4.6,37930,36,11344,0.2371,0,0,home_improvement,east,0
A204065,22,60564,0.9,10369,12,14347,0.2897,0,1,other,east,0
A204066,32,35581,6.1,17554,36,11873,0.3313,0,2,car,east,0
A204067,25,68450,16.1,4838,36,1244,0.0326,0,1,home_improvement,central,0
A204068,32,50316,5.0,23667,48,4585,0.1632,0,2,car,east,0
A204069,44,26175,3.7,10488,12,2670,0.4517,0,2,car,south,1
A204070,35,20395,9.5,3595,60,44578,1.1281,2,0,home_improvement,north,1
A204071,28,48791,1.5,3711,24,15733,0.1993,0,0,debt_consolidation,south,0
A204072,50,28024,9.0,9779,60,2625,0.1166,0,1,medical,east,0
A204073,47,22130,5.8,13495,60,8358,0.3108,1,0,debt_consolidation,central,0
A204074,45,59268,11.5,18588,60,10910,0.1548,2,2,debt_consolidation,north,1
A204075,26,65599,8.5,7891,48,1253,0.0396,0,3,debt_consolidation,south,0
A204076,49,25328,5.0,8291,36,3482,0.1779,0,1,debt_consolidation,east,0
A204077,38,62487,6.3,5873,24,1948,0.0626,0,0,home_improvement,south,0
A204078,26,58345,2.1,4820,60,17868,0.1696,0,1,home_improvement,north,0
A204079,38,40240,20.5,6871,48,2367,0.0721,0,5,car,central,0
A204080,52,33161,3.4,11428,24,6317,0.2676,0,5,home_improvement,south,0
A204081,41,20472,4.9,7207,48,10977,0.3561,1,0,car,south,0
A204082,39,89654,4.0,7743,12,1584,0.0952,0,3,education,south,0
A204083,29,53646,3.2,10104,24,1114,0.1046,0,2,car,central,0
A204084,55,35858,1.7,7998,12,58734,1.042,1,3,education,south,1
A204085,34,51520,0.7,15746,48,520,0.0815,0,0,debt_consolidation,north,0
A204086,29,17215,5.7,4253,12,1710,0.2967,0,2,home_improvement,central,0
A204087,32,74599,5.5,17724,60,3299,0.0696,0,0,debt_consolidation,east,0
A204088,45,39282,4.8,2847,36,65077,0.8525,0,3,education,south,1
A204089,30,39791,1.5,3783,48,1216,0.039,0,0,debt_consolidation,south,0
A204090,39,37164,0.8,9102,48,2842,0.0995,2,0,debt_consolidation,south,1
A204091,35,56764,1.6,7801,36,4851,0.0885,0,0,car,central,0
A204092,29,96261,3.8,4543,24,2970,0.039,0,2,home_improvement,central,0
A204093,50,116013,0.3,13513,36,7457,0.071,2,0,car,north,0
A204094,41,48665,2.4,7058,48,2676,0.0638,0,4,car,south,0
A204095,24,105520,7.9,7510,36,2959,0.0377,0,1,home_improvement,south,0
A204096,42,42388,4.9,3005,48,12626,0.1667,0,1,debt_consolidation,east,0
A204097,38,21938,5.2,5462,36,2182,0.1327,0,0,car,north,0
A204098,34,54618,2.2,7818,48,15457,0.1773,0,0,education,central,1
A204099,40,114402,6.1,26938,24,2078,0.1268,0,0,car,central,0
A204100,38,59413,7.2,5763,60,10052,0.104,0,2,debt_consolidation,south,0
A204101,47,45130,7.0,7928,48,2825,0.0752,0,1,home_improvement,east,0
A204102,52,26507,3.9,33843,48,19421,0.6855,0,3,debt_consolidation,east,0
A204103,27,72201,2.7,16246,24,4144,0.1412,0,0,medical,north,0
A204104,46,82103,3.4,18047,12,4677,0.2483,0,0,other,east,0
A204105,40,46613,2.1,14135,12,4273,0.3491,1,3,debt_consolidation,north,1
A204106,42,134719,5.0,4275,12,7025,0.0578,0,0,education,south,0
A204107,57,49280,6.7,5161,48,10484,0.1326,0,2,home_improvement,south,0
A204108,25,107414,6.7,16600,36,4726,0.0735,0,0,car,east,1
A204109,34,25347,5.0,5488,36,2750,0.1264,1,2,car,south,0
A204110,37,53001,3.9,4948,24,14457,0.1831,0,0,car,east,0
A204111,37,39330,7.2,3382,12,2340,0.1157,0,3,medical,north,0
A204112,30,25690,5.6,5845,24,4793,0.207,0,2,car,east,0
A204113,33,72162,2.8,14192,12,2807,0.2161,1,0,other,central,0
A204114,42,85463,2.2,6378,60,12758,0.0896,0,1,car,south,0
A204115,28,63927,2.9,15627,24,6606,0.1739,0,4,medical,north,0
A204116,32,117796,1.2,11885,48,22584,0.1211,1,0,home_improvement,south,0
A204117,38,91682,3.1,4158,24,2528,0.0365,0,2,car,north,0
A204118,58,58040,1.5,6534,24,15117,0.1865,0,0,debt_consolidation,east,0
A204119,36,87191,1.1,13436,24,6363,0.1135,0,3,car,north,0
A204120,21,118090,4.9,25493,48,6518,0.0816,0,2,home_improvement,south,0
A204121,30,82197,2.8,10420,60,1117,0.0321,3,1,education,east,1
A204122,38,47439,3.0,23072,12,4098,0.5295,0,0,car,south,0
