settlement_id,settled_at,payment_id,type,gross_minor,fee_minor,net_minor,currency,note
S003113,2026-05-09,P007024,capture,1278,67,1211,USD,
S003131,2026-05-09,P004146,capture,6149,208,5941,USD,
S003147,2026-05-09,P010386,capture,1751,81,1670,USD,
S003179,2026-05-09,P014351,capture,9992,320,9672,USD,
S003187,2026-05-09,P009230,capture,10480,334,10146,USD,
S003213,2026-05-09,P019788,capture,6278,212,6066,USD,
S003228,2026-05-09,P002780,capture,3899,143,3756,USD,
S003229,2026-05-09,P013120,capture,5476,189,5287,USD,
S003244,2026-05-09,P016925,capture,6616,222,6394,USD,
S003260,2026-05-09,P011230,capture,2924,115,2809,USD,
S003265,2026-05-09,P019126,capture,1497,73,1424,USD,
S003268,2026-05-09,P002859,capture,3820,141,3679,USD,
S003309,2026-05-09,P008586,capture,12170,383,11787,USD,
S003341,2026-05-09,P003593,capture,28071,844,27227,USD,
S003347,2026-05-09,P012401,capture,5304,184,5120,USD,
S003360,2026-05-09,P010441,capture,11185,354,10831,USD,
S003385,2026-05-09,P008352,capture,13567,423,13144,USD,
S003386,2026-05-09,P003109,capture,4074,148,3926,USD,
S003409,2026-05-09,P016400,capture,1324,68,1256,USD,
S003415,2026-05-09,P017508,capture,5987,204,5783,USD,
S003425,2026-05-09,P008037,capture,5903,201,5702,USD,
S003429,2026-05-09,P018832,capture,2394,99,2295,USD,
S003438,2026-05-09,P012015,capture,7272,241,7031,USD,
S003447,2026-05-09,P019003,capture,13834,431,13403,USD,
S003460,2026-05-09,P008842,capture,1221,65,1156,USD,
S003476,2026-05-09,P014839,capture,2285,96,2189,USD,
S003490,2026-05-09,P013022,capture,476,44,432,USD,
S003494,2026-05-09,P001013,capture,7241,240,7001,USD,
S003509,2026-05-09,P015162,capture,480,44,436,USD,
S003520,2026-05-09,P014911,capture,1696,79,1617,USD,
S003526,2026-05-09,P016367,capture,4345,156,4189,USD,
S003533,2026-05-09,P011139,capture,8082,264,7818,USD,
S003564,2026-05-09,P008918,capture,3055,119,2936,USD,
S003576,2026-05-09,P014148,capture,17743,545,17198,USD,
S003579,2026-05-09,P015297,capture,16702,514,16188,USD,
S003589,2026-05-09,P013104,capture,2440,101,2339,USD,
S003602,2026-05-09,P014408,capture,28076,844,27232,USD,
S003639,2026-05-09,P015451,capture,8685,282,8403,USD,
S003641,2026-05-09,P008394,capture,6499,218,6281,USD,
S003653,2026-05-09,P010041,capture,39417,1174,38243,EUR,converted at 1.0961
S003659,2026-05-09,P012325,capture,2581,105,2476,USD,
S003675,2026-05-09,P001798,capture,9393,302,9091,USD,
S003681,2026-05-09,P014518,capture,3056,119,2937,USD,
S003685,2026-05-09,P003889,capture,3278,125,3153,USD,
S003696,2026-05-09,P017701,capture,2940,115,2825,USD,
S003698,2026-05-09,P006360,capture,27212,819,26393,USD,
S003742,2026-05-09,P005064,capture,5970,203,5767,USD,
S003748,2026-05-09,P013963,capture,24171,731,23440,USD,
S003772,2026-05-09,P010562,capture,39044,1162,37882,USD,
S003774,2026-05-09,P011849,capture,7897,259,7638,USD,
S003864,2026-05-09,P013297,capture,1593,76,1517,USD,
S003886,2026-05-09,P002975,capture,709,51,658,USD,
S003889,2026-05-09,P011406,capture,2445,101,2344,USD,
S003893,2026-05-09,P005875,capture,7961,261,7700,USD,
S003917,2026-05-09,P009937,capture,20426,622,19804,USD,
S003919,2026-05-09,P017535,capture,4393,157,4236,USD,
S003956,2026-05-09,P015165,capture,20525,625,19900,USD,
S003957,2026-05-09,P014891,capture,6652,223,6429,USD,
S003969,2026-05-09,P000596,capture,6762,226,6536,USD,
S003972,2026-05-09,P007455,capture,3972,145,3827,USD,
S003976,2026-05-09,P016885,capture,5610,193,5417,USD,
S003977,2026-05-09,P016522,capture,6038,205,5833,USD,
S003980,2026-05-09,P010914,capture,10716,341,10375,USD,
S003992,2026-05-09,P010229,capture,7115,236,6879,USD,
S004010,2026-05-09,P011044,capture,2011,88,1923,USD,
S004015,2026-05-09,P008725,capture,4102,149,3953,USD,
S004021,2026-05-09,P003721,capture,3817,141,3676,USD,
S004035,2026-05-09,P008810,capture,16479,508,15971,USD,
S004053,2026-05-09,P016558,capture,4173,151,4022,USD,
S004086,2026-05-09,P003885,capture,608,48,560,USD,
S004111,2026-05-09,P004481,capture,2145,92,2053,USD,
S004123,2026-05-09,P015904,capture,9456,304,9152,USD,
S004127,2026-05-09,P014970,capture,695,50,645,USD,
S004134,2026-05-09,P005319,capture,5038,176,4862,USD,
S004148,2026-05-09,P014053,capture,25793,778,25015,USD,
S004151,2026-05-09,P002128,capture,5218,181,5037,USD,
S004208,2026-05-09,P006760,capture,8253,269,7984,USD,
S004223,2026-05-09,P006675,capture,5540,191,5349,USD,
S004238,2026-05-09,P010465,capture,2984,117,2867,USD,
S004247,2026-05-09,P012795,capture,5211,181,5030,USD,
S004254,2026-05-09,P011518,capture,2275,96,2179,USD,
S004262,2026-05-09,P010466,capture,14611,454,14157,USD,
S004273,2026-05-09,P001894,capture,5282,182,5100,EUR,converted at 1.0961
S004275,2026-05-09,P018730,capture,23206,703,22503,USD,
S004305,2026-05-09,P011037,capture,5190,181,5009,USD,
S004326,2026-05-09,P000953,capture,3864,142,3722,USD,
S004356,2026-05-09,P003717,capture,16483,508,15975,USD,
S004370,2026-05-09,P016217,capture,6715,225,6490,USD,
S004372,2026-05-09,P015398,capture,3237,124,3113,USD,
S004399,2026-05-09,P015840,capture,1810,82,1728,USD,
S004401,2026-05-09,P009228,capture,17786,546,17240,USD,
S004420,2026-05-09,P019846,capture,4997,175,4822,USD,
S004433,2026-05-09,P003360,capture,9931,318,9613,USD,
S004445,2026-05-09,P006143,capture,3882,143,3739,USD,
S004452,2026-05-09,P003694,capture,11293,357,10936,USD,
S004456,2026-05-09,P013318,capture,5758,197,5561,USD,
S004457,2026-05-09,P006081,capture,6028,205,5823,USD,
S004505,2026-05-09,P011190,capture,14864,461,14403,USD,
S004506,2026-05-09,P007888,capture,7261,241,7020,USD,
S004508,2026-05-09,P001597,capture,9665,310,9355,USD,
S004551,2026-05-09,P019715,capture,6237,211,6026,USD,
S004557,2026-05-09,P009790,capture,5880,201,5679,USD,
S004559,2026-05-09,P013912,capture,3369,128,3241,USD,
S004568,2026-05-09,P007534,capture,4521,161,4360,USD,
S004577,2026-05-09,P002374,capture,4408,158,4250,USD,
S004587,2026-05-09,P002300,capture,6779,227,6552,USD,
S004598,2026-05-09,P001018,capture,5308,184,5124,USD,
S004607,2026-05-09,P002704,capture,2123,92,2031,USD,
S004626,2026-05-09,P001144,capture,2988,117,2871,USD,
S004629,2026-05-09,P019408,capture,1315,68,1247,USD,
S004639,2026-05-09,P002841,capture,11439,362,11077,USD,
S004649,2026-05-09,P014204,capture,11799,372,11427,USD,
S004658,2026-05-09,P005865,capture,7759,255,7504,USD,
S004668,2026-05-09,P014729,capture,4467,160,4307,USD,
S004697,2026-05-09,P016093,capture,3703,137,3566,USD,
S004703,2026-05-09,P011903,capture,4903,172,4731,USD,
S004721,2026-05-09,P018537,capture,5730,196,5534,USD,
S004742,2026-05-09,P011716,capture,2263,96,2167,USD,
S004791,2026-05-09,P008267,capture,5259,183,5076,USD,
S004796,2026-05-09,P015839,capture,10597,337,10260,USD,
S004825,2026-05-09,P004508,capture,3475,131,3344,USD,
S004843,2026-05-09,P000800,capture,1512,74,1438,USD,
S004849,2026-05-09,P006471,capture,3826,141,3685,USD,
S004890,2026-05-09,P008663,capture,15028,466,14562,USD,
S004891,2026-05-09,P018570,capture,2361,98,2263,USD,
S004900,2026-05-09,P017344,capture,4622,164,4458,USD,
S004919,2026-05-09,P005819,capture,2453,101,2352,USD,
S004935,2026-05-09,P001670,capture,1457,72,1385,USD,
S004943,2026-05-09,P001651,capture,6334,214,6120,USD,
S004953,2026-05-09,P017886,capture,24410,738,23672,USD,
S004966,2026-05-09,P006140,capture,681,50,631,USD,
S004975,2026-05-09,P017842,capture,7374,244,7130,USD,
S004976,2026-05-09,P019450,capture,11321,358,10963,USD,
S005001,2026-05-09,P016755,capture,9059,293,8766,USD,
S005026,2026-05-09,P018015,capture,2793,111,2682,USD,
S005034,2026-05-09,P009929,capture,16003,494,15509,USD,
S005048,2026-05-09,P017033,capture,1858,84,1774,USD,
S005060,2026-05-09,P014571,capture,1346,69,1277,USD,
S005074,2026-05-09,P006914,capture,10776,343,10433,USD,
S005082,2026-05-09,P002249,capture,6009,204,5805,USD,
S005093,2026-05-09,P004688,capture,12005,378,11627,USD,
S005094,2026-05-09,P007669,capture,2232,95,2137,USD,
S005095,2026-05-09,P001932,capture,3361,127,3234,USD,
S005097,2026-05-09,P005069,capture,1979,87,1892,USD,
S005098,2026-05-09,P013366,capture,5704,195,5509,USD,
S005099,2026-05-09,P006350,capture,7727,254,7473,USD,
S005104,2026-05-09,P009747,capture,5576,192,5384,USD,
S005113,2026-05-09,P015084,capture,2545,104,2441,USD,
S005115,2026-05-09,P015038,capture,10363,331,10032,USD,
S005120,2026-05-09,P011116,capture,40089,1193,38896,USD,
S005122,2026-05-09,P017512,capture,8006,262,7744,USD,
S005123,2026-05-09,P006773,capture,4879,171,4708,USD,
S005127,2026-05-09,P004486,capture,3259,125,3134,USD,
S005132,2026-05-09,P004203,capture,2925,115,2810,USD,
S005134,2026-05-09,P003193,capture,6904,230,6674,USD,
S005142,2026-05-09,P019175,capture,2615,106,2509,USD,
S005146,2026-05-09,P001412,capture,4775,168,4607,USD,
S005149,2026-05-09,P004504,capture,7417,245,7172,USD,
S005153,2026-05-09,P009433,capture,2042,89,1953,USD,
S005160,2026-05-09,P007181,capture,6375,215,6160,USD,
S005163,2026-05-09,P013588,capture,2026,89,1937,USD,
S005166,2026-05-09,P012252,capture,7516,248,7268,USD,
S005168,2026-05-09,P010348,capture,22366,679,21687,USD,
S005177,2026-05-09,P007968,capture,6977,232,6745,USD,
S005178,2026-05-09,P019308,capture,1604,77,1527,USD,
S005180,2026-05-09,P013873,capture,12653,397,12256,USD,
S005181,2026-05-09,P013199,capture,4325,155,4170,USD,
S005195,2026-05-09,P011167,capture,11205,355,10850,USD,
S005200,2026-05-09,P012802,capture,8554,278,8276,USD,
S005204,2026-05-09,P002968,capture,5688,195,5493,USD,
S005205,2026-05-09,P012431,capture,22126,672,21454,USD,
S005210,2026-05-09,P014496,capture,909,56,853,USD,
S005213,2026-05-09,P016892,capture,7465,246,7219,USD,
S005217,2026-05-09,P001909,capture,1114,62,1052,USD,
S005220,2026-05-09,P013965,capture,42504,1263,41241,USD,
S005223,2026-05-09,P017956,capture,4503,161,4342,USD,
S005224,2026-05-09,P006205,capture,61511,1814,59697,USD,
S005227,2026-05-09,P002308,capture,5864,200,5664,USD,
S005231,2026-05-09,P003630,capture,3790,140,3650,USD,
S005235,2026-05-09,P000050,capture,3855,143,3712,EUR,converted at 1.0961
S005240,2026-05-09,P011933,capture,2375,99,2276,USD,
S005241,2026-05-09,P008770,capture,6350,214,6136,USD,
S005244,2026-05-09,P015195,capture,30892,926,29966,USD,
S005245,2026-05-09,P008365,capture,1639,78,1561,USD,
S005246,2026-05-09,P002435,capture,6125,208,5917,USD,
S005247,2026-05-09,P015631,capture,1576,76,1500,USD,
S005254,2026-05-09,P003724,capture,23792,720,23072,USD,
S005261,2026-05-09,P019627,capture,5111,178,4933,USD,
S005269,2026-05-09,P009478,capture,4415,158,4257,USD,
S005271,2026-05-09,P015231,capture,822,54,768,USD,
S005273,2026-05-09,P000457,capture,3362,127,3235,USD,
S005274,2026-05-09,P000999,capture,6209,210,5999,USD,
S005277,2026-05-09,P002438,capture,5263,183,5080,USD,
S005284,2026-05-09,P010118,capture,4569,163,4406,USD,
S005286,2026-05-09,P005160,capture,2744,110,2634,USD,
S005291,2026-05-09,P005884,capture,11717,370,11347,USD,
S005293,2026-05-09,P002080,capture,1194,65,1129,USD,
S005295,2026-05-09,P000341,capture,4351,156,4195,USD,
S005301,2026-05-09,P000276,capture,4945,173,4772,USD,
S005306,2026-05-09,P011998,capture,8053,264,7789,USD,
S005307,2026-05-09,P010598,capture,11914,376,11538,USD,
S005308,2026-05-09,P008073,capture,6105,207,5898,USD,
S005310,2026-05-09,P014005,capture,2243,95,2148,USD,
S005313,2026-05-09,P000601,capture,2062,90,1972,USD,
S005314,2026-05-09,P013139,capture,4928,173,4755,USD,
S005318,2026-05-09,P019705,capture,5945,202,5743,USD,
S005320,2026-05-09,P011020,capture,749,52,697,USD,
S005332,2026-05-09,P014843,capture,1177,64,1113,USD,
S005336,2026-05-09,P013298,capture,21215,645,20570,USD,
S005341,2026-05-09,P009962,capture,9146,295,8851,USD,
S005342,2026-05-09,P003597,capture,1997,88,1909,USD,
S005350,2026-05-09,P008556,capture,4059,148,3911,USD,
S005357,2026-05-09,P009714,capture,91057,2671,88386,USD,
S005360,2026-05-09,P004421,capture,79926,2348,77578,USD,
S005361,2026-05-09,P014262,capture,17491,537,16954,USD,
S005365,2026-05-09,P013476,capture,11163,354,10809,USD,
S005367,2026-05-09,P011542,capture,5993,204,5789,USD,
S005373,2026-05-09,P010769,capture,13432,420,13012,USD,
S005378,2026-05-09,P014275,capture,2046,89,1957,USD,
S005379,2026-05-09,P007730,capture,5574,192,5382,USD,
S005380,2026-05-09,P019149,capture,3489,131,3358,USD,
S005383,2026-05-09,P018896,capture,1107,62,1045,USD,
S005384,2026-05-09,P001002,capture,3753,139,3614,USD,
S005386,2026-05-09,P007978,capture,7883,259,7624,USD,
S005389,2026-05-09,P003059,capture,1575,76,1499,USD,
S005391,2026-05-09,P008717,capture,28371,853,27518,USD,
S005392,2026-05-09,P008585,capture,3548,133,3415,USD,
S005396,2026-05-09,P011401,capture,16707,515,16192,USD,
S005398,2026-05-09,P015236,capture,2116,91,2025,USD,
S005405,2026-05-09,P014652,capture,7549,248,7301,EUR,converted at 1.0961
S005406,2026-05-09,P002764,capture,7541,249,7292,USD,
S005407,2026-05-09,P010212,capture,19120,584,18536,USD,
S005414,2026-05-09,P000307,capture,8689,282,8407,USD,
S005417,2026-05-09,P000467,capture,5067,177,4890,USD,
S005421,2026-05-09,P002089,capture,9743,313,9430,USD,
S005424,2026-05-09,P009566,capture,3669,136,3533,USD,
S005425,2026-05-09,P004385,capture,10681,340,10341,USD,
S005426,2026-05-09,P009520,capture,11273,357,10916,USD,
S005428,2026-05-09,P007864,capture,43180,1282,41898,USD,
S005429,2026-05-09,P011632,capture,4603,163,4440,USD,
S005431,2026-05-09,P015487,capture,3176,122,3054,USD,
S005433,2026-05-09,P005834,capture,3394,128,3266,USD,
S005434,2026-05-09,P016164,capture,3519,132,3387,USD,
S005441,2026-05-09,P013659,capture,31121,933,30188,USD,
S005443,2026-05-09,P003298,capture,16480,508,15972,USD,
S005445,2026-05-09,P004215,capture,3153,121,3032,USD,
S005447,2026-05-09,P011982,capture,4492,160,4332,USD,
S005452,2026-05-09,P007937,capture,5379,186,5193,USD,
S005456,2026-05-09,P016620,capture,883,56,827,USD,
S005464,2026-05-09,P013653,capture,2213,94,2119,USD,
S005465,2026-05-09,P000707,capture,1868,84,1784,USD,
S005468,2026-05-09,P002566,capture,5646,194,5452,USD,
S005469,2026-05-09,P003466,capture,7689,253,7436,USD,
S005470,2026-05-09,P011989,capture,9694,311,9383,USD,
S005471,2026-05-09,P001511,capture,5458,188,5270,USD,
S005473,2026-05-09,P003068,capture,6963,232,6731,USD,
S005483,2026-05-09,P017599,capture,5798,198,5600,USD,
S005484,2026-05-09,P004996,capture,1327,68,1259,USD,
S005486,2026-05-09,P012074,capture,2804,111,2693,USD,
S005490,2026-05-09,P002902,capture,533,45,488,USD,
S005491,2026-05-09,P009692,capture,11227,356,10871,USD,
S005492,2026-05-09,P010085,capture,2090,91,1999,USD,
S005493,2026-05-09,P012559,capture,3934,144,3790,USD,
S005495,2026-05-09,P000503,capture,2999,117,2882,USD,
S005497,2026-05-09,P010619,capture,5633,193,5440,USD,
S005499,2026-05-09,P009169,capture,12656,397,12259,USD,
S005504,2026-05-09,P001056,capture,2643,107,2536,USD,
S005507,2026-05-09,P002123,capture,9187,296,8891,USD,
S005510,2026-05-09,P001142,capture,2582,105,2477,USD,
S005521,2026-05-09,P002801,capture,15711,486,15225,USD,
S005525,2026-05-09,P006281,capture,4032,147,3885,USD,
S005526,2026-05-09,P010994,capture,1646,78,1568,USD,
S005531,2026-05-09,P019283,capture,7499,247,7252,USD,
S005532,2026-05-09,P018389,capture,3931,144,3787,USD,
S005535,2026-05-09,P003026,capture,23558,713,22845,USD,
S005536,2026-05-09,P006799,capture,3691,137,3554,USD,
S005537,2026-05-09,P004863,capture,4042,147,3895,USD,
S005547,2026-05-09,P016402,capture,1174,64,1110,USD,
S005548,2026-05-09,P002948,capture,4148,150,3998,USD,
S005550,2026-05-09,P018017,capture,19445,594,18851,USD,
S005554,2026-05-09,P014644,capture,1175,64,1111,USD,
S005555,2026-05-09,P000566,capture,1598,76,1522,USD,
S005562,2026-05-09,P001417,capture,10514,335,10179,USD,
S005566,2026-05-09,P012849,capture,6130,208,5922,USD,
S005575,2026-05-09,P002437,capture,6778,227,6551,USD,
S005577,2026-05-09,P018895,capture,21871,664,21207,USD,
S005581,2026-05-09,P006999,capture,10094,323,9771,USD,
S005589,2026-05-09,P011467,capture,6749,226,6523,USD,
S005590,2026-05-09,P007940,capture,6311,213,6098,USD,
S005599,2026-05-09,P016340,capture,16876,519,16357,USD,
S005601,2026-05-09,P002920,capture,4983,175,4808,USD,
S005602,2026-05-09,P013152,capture,2879,113,2766,USD,
S005607,2026-05-09,P015807,capture,3494,131,3363,USD,
S005609,2026-05-09,P005191,capture,7795,256,7539,USD,
S005613,2026-05-09,P001126,capture,2554,104,2450,USD,
S005625,2026-05-09,P010469,refund,-13290,0,-13290,USD,
S005626,2026-05-09,P000849,capture,868,55,813,USD,
S005627,2026-05-09,P011710,capture,10656,339,10317,USD,
S005634,2026-05-09,P003576,capture,1730,80,1650,USD,
S005644,2026-05-09,P019289,capture,5802,198,5604,USD,
S005645,2026-05-09,P007514,capture,5381,186,5195,USD,
S005649,2026-05-09,P016003,capture,18653,571,18082,USD,
S005652,2026-05-09,P016349,capture,2719,109,2610,USD,
S005653,2026-05-09,P011828,capture,642,49,593,USD,
S005657,2026-05-09,P006774,capture,19902,607,19295,USD,
S005658,2026-05-09,P000613,capture,10604,338,10266,USD,
S005659,2026-05-09,P016348,capture,10011,320,9691,USD,
S005661,2026-05-09,P006311,capture,3229,124,3105,USD,
S005666,2026-05-09,P010109,capture,7039,234,6805,USD,
S005673,2026-05-09,P006893,capture,34735,1037,33698,USD,
S005677,2026-05-09,P002473,capture,13574,424,13150,USD,
S005688,2026-05-09,P001741,capture,6664,223,6441,USD,
S005689,2026-05-09,P012798,capture,4829,170,4659,USD,
S005694,2026-05-09,P001636,capture,34834,1040,33794,USD,
S005699,2026-05-09,P014038,capture,2627,106,2521,USD,
S005700,2026-05-09,P013431,capture,6324,213,6111,USD,
S005705,2026-05-09,P003596,capture,14689,456,14233,USD,
S005709,2026-05-09,P008831,capture,11721,370,11351,USD,
S005711,2026-05-09,P013237,capture,4287,154,4133,USD,
S005715,2026-05-09,P000742,capture,3109,120,2989,USD,
S005719,2026-05-09,P016176,capture,4064,148,3916,USD,
S005720,2026-05-09,P005315,capture,15630,483,15147,USD,
S005721,2026-05-09,P011150,capture,1188,64,1124,USD,
S005722,2026-05-09,P001396,capture,6944,231,6713,USD,
S005731,2026-05-09,P004759,capture,1214,65,1149,USD,
S005733,2026-05-09,P009243,capture,4761,168,4593,USD,
S005739,2026-05-09,P005201,capture,6905,230,6675,USD,
S005740,2026-05-09,P007062,capture,8977,290,8687,USD,
S005743,2026-05-09,P001068,capture,5172,180,4992,USD,
S005744,2026-05-09,P008446,capture,9345,301,9044,USD,
S005745,2026-05-09,P014245,capture,7165,238,6927,USD,
S005749,2026-05-09,P013383,capture,10105,323,9782,USD,
S005753,2026-05-09,P012062,capture,3913,143,3770,USD,
S005755,2026-05-09,P003508,capture,20583,627,19956,USD,
S005756,2026-05-09,P013186,capture,5020,176,4844,USD,
S005757,2026-05-09,P012161,capture,10790,343,10447,USD,
S005760,2026-05-09,P009778,capture,4538,162,4376,USD,
S005770,2026-05-09,P007135,capture,10764,342,10422,USD,
S005774,2026-05-09,P009100,capture,5398,187,5211,USD,
S005781,2026-05-09,P009313,capture,3896,143,3753,USD,
S005782,2026-05-09,P006807,capture,5517,190,5327,USD,
S005784,2026-05-09,P011839,capture,4657,165,4492,USD,
S005785,2026-05-09,P003259,capture,1614,77,1537,USD,
S005789,2026-05-09,P010622,capture,5762,197,5565,USD,
S005795,2026-05-09,P017291,capture,29624,889,28735,USD,
S005797,2026-05-09,P009977,capture,7239,240,6999,USD,
S005799,2026-05-09,P003260,capture,4985,175,4810,USD,
S005804,2026-05-09,P003240,capture,21343,649,20694,USD,
S005815,2026-05-09,P001893,capture,13182,412,12770,USD,
S005818,2026-05-09,P019923,capture,1126,63,1063,USD,
S005819,2026-05-09,P001283,capture,4279,154,4125,USD,
S005824,2026-05-09,P012869,capture,2278,96,2182,USD,
S005826,2026-05-09,P013102,capture,3619,135,3484,USD,
S005828,2026-05-09,P016336,capture,9088,294,8794,USD,
S005836,2026-05-09,P012001,capture,5889,201,5688,USD,
S005840,2026-05-09,P003247,capture,6482,218,6264,USD,
S005841,2026-05-09,P012122,capture,3180,122,3058,USD,
S005842,2026-05-09,P019235,capture,8120,265,7855,USD,
S005849,2026-05-09,P007080,capture,3275,125,3150,USD,
S005851,2026-05-09,P016131,capture,8346,273,8073,EUR,converted at 1.0961
S005852,2026-05-09,P003312,capture,6577,221,6356,USD,
S005856,2026-05-09,P007543,capture,4585,163,4422,USD,
S005858,2026-05-09,P013014,capture,638,49,589,USD,
S005860,2026-05-09,P004333,capture,5283,182,5101,EUR,converted at 1.0961
S005863,2026-05-09,P004006,capture,4405,158,4247,USD,
S005864,2026-05-09,P009435,capture,2264,96,2168,USD,
S005866,2026-05-09,P000751,capture,1951,87,1864,USD,
S005868,2026-05-09,P019666,capture,2457,101,2356,USD,
S005870,2026-05-09,P009391,capture,7914,260,7654,USD,
S005879,2026-05-09,P009006,capture,30467,914,29553,USD,
S005891,2026-05-09,P001712,capture,2189,93,2096,USD,
S005894,2026-05-09,P002090,capture,10201,326,9875,USD,
S005898,2026-05-09,P013522,capture,23037,698,22339,USD,
S005903,2026-05-09,P004771,capture,1900,85,1815,USD,
S005904,2026-05-09,P008803,capture,1068,61,1007,USD,
S005910,2026-05-09,P015902,capture,9616,309,9307,USD,
S005911,2026-05-09,P000638,capture,5216,181,5035,USD,
S005912,2026-05-09,P003377,capture,759,52,707,USD,
S005915,2026-05-09,P012058,capture,12582,395,12187,USD,
S005916,2026-05-09,P008418,capture,2819,112,2707,USD,
S005917,2026-05-09,P013638,capture,15785,488,15297,USD,
S005920,2026-05-09,P007228,capture,8911,289,8622,EUR,converted at 1.0961
S005928,2026-05-09,P002874,capture,1859,84,1775,USD,
S005931,2026-05-09,P014584,capture,3578,134,3444,USD,
S005933,2026-05-09,P007764,capture,9393,302,9091,USD,
S005936,2026-05-09,P016519,capture,1142,63,1079,USD,
S005940,2026-05-09,P008955,capture,3785,140,3645,USD,
S005942,2026-05-09,P018175,capture,2780,111,2669,USD,
S005952,2026-05-09,P000554,capture,15616,484,15132,EUR,converted at 1.0961
S005954,2026-05-09,P014751,capture,10271,328,9943,USD,
S005955,2026-05-09,P005253,capture,2399,100,2299,USD,
S005956,2026-05-09,P000918,capture,4902,172,4730,USD,
S005957,2026-05-09,P001918,capture,1810,82,1728,USD,
S005958,2026-05-09,P000947,capture,2256,95,2161,USD,
S005959,2026-05-09,P008232,capture,11506,364,11142,USD,
S005960,2026-05-09,P007712,capture,1043,60,983,USD,
S005963,2026-05-09,P014620,capture,6389,215,6174,USD,
S005967,2026-05-09,P010139,capture,14923,463,14460,USD,
S005969,2026-05-09,P017568,capture,274,38,236,USD,
S005973,2026-05-09,P014700,capture,6889,230,6659,USD,
S005975,2026-05-09,P005766,capture,3358,127,3231,USD,
S005977,2026-05-09,P005235,capture,7037,234,6803,USD,
S005980,2026-05-09,P015129,capture,19137,585,18552,USD,
S005981,2026-05-09,P010975,capture,434,43,391,USD,
S005982,2026-05-09,P001378,capture,1536,75,1461,USD,
S005985,2026-05-09,P011086,capture,14257,443,13814,USD,
S005987,2026-05-09,P005344,capture,1803,82,1721,USD,
S005988,2026-05-09,P014307,capture,5095,178,4917,USD,
S005989,2026-05-09,P015473,capture,4396,157,4239,USD,
S005990,2026-05-09,P012558,capture,934,57,877,USD,
S005995,2026-05-09,P017580,capture,2448,101,2347,USD,
S005997,2026-05-09,P004170,capture,21009,639,20370,USD,
S005999,2026-05-09,P011371,capture,4403,158,4245,USD,
S006000,2026-05-09,P012027,capture,5889,201,5688,USD,
S006001,2026-05-09,P007882,capture,16766,516,16250,USD,
S006012,2026-05-09,P012085,capture,5085,177,4908,USD,
S006022,2026-05-09,P009063,capture,3070,119,2951,USD,
S006025,2026-05-09,P000826,capture,1964,87,1877,USD,
S006028,2026-05-09,P005206,capture,1381,70,1311,USD,
S006030,2026-05-09,P000333,capture,2142,92,2050,USD,
S006031,2026-05-09,P002242,capture,4874,171,4703,USD,
S006034,2026-05-09,P001209,capture,42540,1264,41276,USD,
S006035,2026-05-09,P019620,capture,1375,70,1305,USD,
S006036,2026-05-09,P006686,capture,19411,593,18818,USD,
S006040,2026-05-09,P016715,capture,9026,292,8734,USD,
S006045,2026-05-09,P016122,capture,3351,127,3224,USD,
S006052,2026-05-09,P010357,capture,11641,368,11273,USD,
S006058,2026-05-09,P019710,capture,4074,148,3926,USD,
S006060,2026-05-09,P013148,capture,7692,253,7439,USD,
S006063,2026-05-09,P002420,capture,14436,449,13987,USD,
S006067,2026-05-09,P013105,capture,1800,82,1718,USD,
S006069,2026-05-09,P000184,capture,10303,329,9974,USD,
S006071,2026-05-09,P012999,capture,1340,69,1271,USD,
S006072,2026-05-09,P015002,capture,118692,3472,115220,USD,
S006077,2026-05-09,P008116,capture,1673,79,1594,USD,
S006079,2026-05-09,P010493,capture,2236,95,2141,USD,
S006081,2026-05-09,P003501,capture,1216,65,1151,USD,
S006092,2026-05-09,P010866,capture,4610,164,4446,USD,
S006099,2026-05-09,P007931,capture,224,36,188,USD,
S006100,2026-05-09,P018165,capture,3063,119,2944,USD,
S006101,2026-05-09,P000726,capture,3239,124,3115,USD,
S006104,2026-05-09,P006647,capture,10303,329,9974,USD,
S006109,2026-05-09,P016406,capture,11447,362,11085,USD,
S006111,2026-05-09,P004534,capture,1432,72,1360,USD,
S006113,2026-05-09,P010608,capture,3736,138,3598,USD,
S006115,2026-05-09,P015710,capture,5339,185,5154,USD,
S006117,2026-05-09,P001120,capture,2724,109,2615,USD,
S006125,2026-05-09,P010492,capture,10772,342,10430,USD,
S006126,2026-05-09,P008851,capture,6399,216,6183,USD,
S006130,2026-05-09,P013786,capture,15580,482,15098,USD,
S006132,2026-05-09,P016376,capture,1709,80,1629,USD,
S006133,2026-05-09,P012006,capture,2091,91,2000,USD,
S006134,2026-05-09,P012212,capture,1194,65,1129,USD,
S006140,2026-05-09,P018986,capture,5305,184,5121,USD,
S006145,2026-05-09,P018604,capture,576,47,529,USD,
S006146,2026-05-09,P006880,capture,14139,440,13699,USD,
S006148,2026-05-09,P017552,capture,10427,332,10095,USD,
S006149,2026-05-09,P008395,capture,4014,146,3868,USD,
S006155,2026-05-09,P010154,capture,3894,143,3751,USD,
S006157,2026-05-09,P004423,capture,11122,353,10769,USD,
S006162,2026-05-09,P015578,capture,4605,164,4441,USD,
S006166,2026-05-09,P008134,capture,2360,98,2262,USD,
S006168,2026-05-09,P015852,capture,18400,564,17836,USD,
