event_id,payment_id,at,event,amount_minor,result,decline_code,latency_ms
E006070,P003183,2026-05-08T20:44:47,capture,2555,,,
E019177,P010089,2026-05-08T20:44:52,capture,2466,,,
E000135,P000073,2026-05-08T20:45:23,authorize,6166,approved,,488
E012020,P006317,2026-05-08T20:45:26,authorize,4545,declined,velocity_exceeded,95
E011625,P006107,2026-05-08T20:45:33,authorize,3416,approved,,1082
E002266,P001187,2026-05-08T20:45:36,capture,10905,,,
E002547,P001336,2026-05-08T20:45:38,authorize,1561,approved,,1191
E019200,P010101,2026-05-08T20:45:53,capture,1722,,,
E020877,P010982,2026-05-08T20:46:17,authorize,7070,approved,,899
E034959,P018391,2026-05-08T20:46:27,authorize,3319,approved,,137
E013946,P007338,2026-05-08T20:46:34,authorize,3419,declined,do_not_honor,827
E026155,P013771,2026-05-08T20:46:42,authorize,15615,approved,,1098
E024968,P013141,2026-05-08T20:46:50,authorize,5047,approved,,472
E030264,P015926,2026-05-08T20:47:05,authorize,6725,approved,,100
E007650,P004023,2026-05-08T20:47:53,capture,5754,,,
E034897,P018359,2026-05-08T20:48:08,authorize,5423,approved,,371
E022031,P011586,2026-05-08T20:48:10,authorize,1938,approved,,379
E032265,P016985,2026-05-08T20:48:20,capture,6005,,,
E011998,P006306,2026-05-08T20:48:26,authorize,8741,approved,,351
E006309,P003308,2026-05-08T20:48:47,authorize,5460,approved,,607
E012454,P006544,2026-05-08T20:49:04,authorize,2853,approved,,109
E000119,P000065,2026-05-08T20:49:09,capture,17237,,,
E003776,P001976,2026-05-08T20:49:11,capture,2111,,,
E030091,P015833,2026-05-08T20:49:22,authorize,1773,approved,,564
E029284,P015410,2026-05-08T20:49:23,capture,8669,,,
E027617,P014540,2026-05-08T20:49:34,authorize,1195,approved,,916
E011522,P006053,2026-05-08T20:49:39,capture,9338,,,
E033978,P017881,2026-05-08T20:49:43,capture,13542,,,
E021070,P011081,2026-05-08T20:50:05,authorize,2644,approved,,393
E015053,P007924,2026-05-08T20:50:27,authorize,18109,approved,,84
E003288,P001722,2026-05-08T20:50:33,capture,8193,,,
E028727,P015119,2026-05-08T20:50:49,authorize,3549,approved,,691
E009255,P004860,2026-05-08T20:50:53,capture,7657,,,
E013515,P007108,2026-05-08T20:51:03,capture,5458,,,
E037603,P019802,2026-05-08T20:51:46,authorize,10304,approved,,712
E029985,P015778,2026-05-08T20:51:59,capture,6981,,,
E031499,P016578,2026-05-08T20:52:05,capture,19253,,,
E028582,P015042,2026-05-08T20:52:08,capture,1273,,,
E034251,P018023,2026-05-08T20:52:20,capture,4341,,,
E003600,P001886,2026-05-08T20:52:48,authorize,2333,approved,,962
E009419,P004944,2026-05-08T20:53:16,authorize,9945,approved,,587
E021749,P011434,2026-05-08T20:53:36,capture,1485,,,
E007353,P003867,2026-05-08T20:53:42,capture,9330,,,
E009067,P004763,2026-05-08T20:53:43,capture,2811,,,
E020317,P010688,2026-05-08T20:53:53,authorize,2728,approved,,590
E008615,P004533,2026-05-08T20:53:57,authorize,2422,approved,,605
E023654,P012446,2026-05-08T20:54:24,capture,33581,,,
E013278,P006986,2026-05-08T20:55:10,authorize,14863,approved,,697
E037594,P019797,2026-05-08T20:55:29,authorize,3450,approved,,506
E018825,P009902,2026-05-08T20:55:46,authorize,16548,approved,,457
E003638,P001906,2026-05-08T20:55:52,capture,2028,,,
E027321,P014383,2026-05-08T20:56:01,capture,14817,,,
E009622,P005053,2026-05-08T20:56:12,capture,5624,,,
E000499,P000263,2026-05-08T20:56:50,authorize,30722,approved,,325
E031732,P016703,2026-05-08T20:57:01,capture,6358,,,
E021027,P011057,2026-05-08T20:57:26,capture,4183,,,
E000439,P000231,2026-05-08T20:57:28,capture,1529,,,
E010072,P005288,2026-05-08T20:57:34,capture,10403,,,
E032842,P017287,2026-05-08T20:57:35,authorize,1335,approved,,508
E004310,P002261,2026-05-08T20:57:37,capture,23523,,,
E030557,P016080,2026-05-08T20:57:42,capture,5844,,,
E034297,P018047,2026-05-08T20:57:56,authorize,3952,approved,,908
E024070,P012669,2026-05-08T20:58:01,capture,11835,,,
E006111,P003204,2026-05-08T20:58:09,authorize,7684,approved,,137
E014164,P007452,2026-05-08T20:58:14,authorize,3067,approved,,104
E016431,P008653,2026-05-08T20:58:33,authorize,11946,approved,,437
E028982,P015250,2026-05-08T20:58:47,capture,4600,,,
E020071,P010555,2026-05-08T20:58:59,authorize,4585,approved,,1090
E034799,P018309,2026-05-08T20:58:59,authorize,25151,approved,,661
E033254,P017505,2026-05-08T20:59:04,authorize,3681,declined,do_not_honor,494
E027236,P014341,2026-05-08T20:59:10,authorize,2935,approved,,480
E029051,P015288,2026-05-08T20:59:13,authorize,5971,approved,,185
E004931,P002591,2026-05-08T20:59:45,authorize,1486,approved,,811
E000286,P000153,2026-05-08T20:59:49,authorize,11028,approved,,1099
E027547,P014503,2026-05-08T21:00:48,authorize,5484,approved,,734
E016916,P008913,2026-05-08T21:00:52,capture,7123,,,
E032182,P016943,2026-05-08T21:00:59,capture,6682,,,
E009803,P005147,2026-05-08T21:01:06,authorize,4300,approved,,561
E003023,P001586,2026-05-08T21:01:10,authorize,10745,approved,,1033
E028514,P015007,2026-05-08T21:01:16,authorize,4374,declined,do_not_honor,812
E015379,P008099,2026-05-08T21:01:19,capture,3796,,,
E018365,P009664,2026-05-08T21:01:35,capture,5633,,,
E029045,P015284,2026-05-08T21:01:56,capture,13787,,,
E032623,P017174,2026-05-08T21:02:10,authorize,2988,approved,,809
E020787,P010933,2026-05-08T21:02:13,capture,30421,,,
E036267,P019095,2026-05-08T21:03:06,capture,5148,,,
E029584,P015571,2026-05-08T21:03:17,authorize,29302,approved,,1174
E035734,P018809,2026-05-08T21:03:25,capture,11235,,,
E014254,P007503,2026-05-08T21:03:40,authorize,4289,approved,,327
E011970,P006292,2026-05-08T21:04:11,authorize,1623,approved,,623
E016592,P008737,2026-05-08T21:04:14,capture,27895,,,
E003129,P001641,2026-05-08T21:04:43,authorize,2826,approved,,580
E004479,P002351,2026-05-08T21:04:50,authorize,2078,approved,,461
E014729,P007751,2026-05-08T21:04:53,capture,4520,,,
E008675,P004563,2026-05-08T21:05:02,authorize,17788,approved,,137
E019514,P010263,2026-05-08T21:05:26,authorize,3644,approved,,684
E028941,P015229,2026-05-08T21:05:32,capture,4378,,,
E012942,P006806,2026-05-08T21:05:42,authorize,20381,approved,,102
E003925,P002054,2026-05-08T21:05:57,authorize,13181,approved,,824
E006523,P003421,2026-05-08T21:05:58,capture,10509,,,
E036075,P018993,2026-05-08T21:06:03,authorize,21983,approved,,937
E027428,P014439,2026-05-08T21:06:48,authorize,4812,approved,,700
E006083,P003190,2026-05-08T21:07:06,authorize,3491,approved,,279
E035768,P018827,2026-05-08T21:07:12,capture,1057,,,
E009131,P004796,2026-05-08T21:07:15,capture,1293,,,
E016573,P008728,2026-05-08T21:07:20,authorize,2352,approved,,747
E032408,P017059,2026-05-08T21:07:28,authorize,8427,approved,,721
E035044,P018435,2026-05-08T21:07:31,capture,6174,,,
E009729,P005109,2026-05-08T21:07:43,authorize,3807,approved,,1133
E001339,P000709,2026-05-08T21:08:02,authorize,9153,approved,,518
E029478,P015515,2026-05-08T21:08:03,capture,8674,,,
E001063,P000560,2026-05-08T21:08:32,authorize,1174,approved,,1157
E012661,P006655,2026-05-08T21:09:33,authorize,10699,approved,,449
E013209,P006948,2026-05-08T21:09:41,capture,7211,,,
E011865,P006236,2026-05-08T21:09:44,authorize,770,declined,incorrect_cvc,449
E009524,P005002,2026-05-08T21:09:56,capture,5021,,,
E036460,P019201,2026-05-08T21:10:04,authorize,5920,approved,,519
E007803,P004108,2026-05-08T21:10:21,capture,3559,,,
E002191,P001147,2026-05-08T21:10:22,authorize,1648,approved,,327
E005679,P002981,2026-05-08T21:10:22,authorize,2003,approved,,345
E011041,P005799,2026-05-08T21:11:04,void,730,,,
E029671,P015616,2026-05-08T21:11:04,authorize,3699,approved,,1178
E034303,P018050,2026-05-08T21:11:25,authorize,2265,declined,insufficient_funds,306
E017075,P008993,2026-05-08T21:11:29,capture,24655,,,
E028539,P015020,2026-05-08T21:11:33,capture,4154,,,
E026047,P013712,2026-05-08T21:11:35,authorize,8662,approved,,521
E022270,P011714,2026-05-08T21:11:55,capture,13906,,,
E018672,P009821,2026-05-08T21:11:57,authorize,5369,approved,,291
E026626,P014021,2026-05-08T21:11:59,authorize,4326,approved,,1113
E034943,P018383,2026-05-08T21:12:39,authorize,11422,approved,,216
E012000,P006307,2026-05-08T21:13:21,authorize,5974,approved,,1145
E007097,P003726,2026-05-08T21:13:29,capture,4070,,,
E002466,P001294,2026-05-08T21:13:31,capture,12077,,,
E008162,P004297,2026-05-08T21:14:26,capture,8250,,,
E004654,P002444,2026-05-08T21:14:45,capture,4520,,,
E012769,P006714,2026-05-08T21:15:22,authorize,1479,approved,,944
E011803,P006202,2026-05-08T21:15:31,authorize,10842,declined,insufficient_funds,548
E028377,P014935,2026-05-08T21:15:31,authorize,4150,approved,,442
E036102,P019007,2026-05-08T21:15:43,authorize,1153,declined,do_not_honor,412
E015160,P007981,2026-05-08T21:15:50,authorize,2673,approved,,851
E027405,P014428,2026-05-08T21:16:05,authorize,6990,declined,do_not_honor,430
E030504,P016050,2026-05-08T21:16:20,capture,8981,,,
E021062,P011076,2026-05-08T21:16:24,capture,1624,,,
E016223,P008544,2026-05-08T21:16:31,capture,12638,,,
E000737,P000388,2026-05-08T21:16:58,authorize,2650,approved,,230
E020659,P010868,2026-05-08T21:17:09,authorize,16718,approved,,712
E028372,P014932,2026-05-08T21:18:05,authorize,2131,declined,do_not_honor,873
E037590,P019795,2026-05-08T21:18:06,authorize,3438,approved,,294
E033413,P017589,2026-05-08T21:18:13,authorize,10993,approved,,96
E032712,P017221,2026-05-08T21:18:22,capture,716,,,
E025123,P013221,2026-05-08T21:18:29,authorize,2894,approved,,164
E004256,P002234,2026-05-08T21:18:32,authorize,2885,approved,,714
E007155,P003760,2026-05-08T21:18:52,authorize,3192,approved,,1096
E021298,P011199,2026-05-08T21:20:07,authorize,3983,approved,,1129
E024476,P012880,2026-05-08T21:20:34,authorize,10112,approved,,1184
E024322,P012799,2026-05-08T21:21:01,capture,6398,,,
E036005,P018955,2026-05-08T21:21:07,authorize,1659,approved,,315
E009062,P004761,2026-05-08T21:21:13,authorize,3441,approved,,343
E008311,P004374,2026-05-08T21:21:17,authorize,2724,approved,,253
E032245,P016975,2026-05-08T21:21:31,authorize,33784,declined,insufficient_funds,597
E006487,P003402,2026-05-08T21:21:32,authorize,6418,approved,,812
E016118,P008489,2026-05-08T21:21:39,authorize,5967,approved,,799
E003873,P002026,2026-05-08T21:21:44,capture,3025,,,
E023322,P012266,2026-05-08T21:21:55,authorize,26793,approved,,998
E016771,P008835,2026-05-08T21:21:56,void,4281,,,
E009405,P004936,2026-05-08T21:22:00,capture,10985,,,
E018761,P009868,2026-05-08T21:22:12,capture,22766,,,
E014480,P007623,2026-05-08T21:22:49,capture,6058,,,
E027184,P014314,2026-05-08T21:22:55,capture,1832,,,
E037078,P019532,2026-05-08T21:23:05,authorize,8283,approved,,279
E019848,P010438,2026-05-08T21:23:21,authorize,6315,approved,,499
E000516,P000271,2026-05-08T21:23:32,capture,3857,,,
E014494,P007631,2026-05-08T21:23:44,authorize,21336,approved,,1036
E007490,P003939,2026-05-08T21:23:56,authorize,2351,approved,,1004
E036246,P019084,2026-05-08T21:23:56,capture,5047,,,
E032214,P016960,2026-05-08T21:24:02,authorize,3363,approved,,102
E033863,P017820,2026-05-08T21:24:12,authorize,2381,approved,,361
E000062,P000033,2026-05-08T21:24:23,capture,7369,,,
E005950,P003122,2026-05-08T21:24:23,authorize,9077,approved,,1034
E000168,P000091,2026-05-08T21:24:41,authorize,38507,declined,do_not_honor,412
E032130,P016914,2026-05-08T21:24:50,authorize,3433,approved,,497
E020098,P010569,2026-05-08T21:25:17,authorize,5439,approved,,1151
E034548,P018176,2026-05-08T21:26:02,capture,2542,,,
E034519,P018161,2026-05-08T21:26:04,capture,4937,,,
E030642,P016125,2026-05-08T21:26:22,authorize,13203,declined,do_not_honor,159
E003961,P002074,2026-05-08T21:26:23,authorize,52263,approved,,364
E034894,P018357,2026-05-08T21:26:31,capture,8311,,,
E009659,P005072,2026-05-08T21:26:45,capture,4469,,,
E024791,P013045,2026-05-08T21:27:29,authorize,10777,approved,,252
E018398,P009682,2026-05-08T21:27:48,authorize,1510,approved,,837
E025534,P013435,2026-05-08T21:28:17,authorize,3308,approved,,749
E026986,P014212,2026-05-08T21:28:27,authorize,3388,approved,,652
E017596,P009264,2026-05-08T21:28:37,capture,3788,,,
E006017,P003156,2026-05-08T21:29:08,capture,2304,,,
E003769,P001972,2026-05-08T21:29:09,capture,37672,,,
E034749,P018283,2026-05-08T21:29:16,capture,2859,,,
E018058,P009504,2026-05-08T21:29:19,authorize,1335,approved,,526
E025452,P013391,2026-05-08T21:29:24,authorize,6241,approved,,1181
E009782,P005136,2026-05-08T21:29:34,capture,1393,,,
E035329,P018589,2026-05-08T21:29:36,capture,12903,,,
E016106,P008483,2026-05-08T21:30:34,capture,2263,,,
E005059,P002657,2026-05-08T21:30:54,authorize,5167,approved,,687
E033896,P017838,2026-05-08T21:31:19,capture,4238,,,
E001441,P000760,2026-05-08T21:31:21,refund,6369,,,
E002295,P001202,2026-05-08T21:31:26,capture,10584,,,
E014362,P007560,2026-05-08T21:31:54,capture,10206,,,
E024266,P012769,2026-05-08T21:31:57,authorize,27507,approved,,241
E034101,P017946,2026-05-08T21:32:14,authorize,5949,approved,,589
E009297,P004881,2026-05-08T21:32:56,capture,5636,,,
E019458,P010235,2026-05-08T21:33:18,authorize,1765,approved,,1011
E027996,P014734,2026-05-08T21:33:42,capture,3591,,,
E005357,P002813,2026-05-08T21:33:44,authorize,6729,declined,do_not_honor,778
E021586,P011349,2026-05-08T21:33:49,authorize,4761,approved,,490
E012755,P006707,2026-05-08T21:33:55,capture,7486,,,
E011621,P006105,2026-05-08T21:33:56,authorize,5076,approved,,151
E023817,P012535,2026-05-08T21:34:04,authorize,5621,declined,incorrect_cvc,226
E016419,P008647,2026-05-08T21:34:08,authorize,12987,declined,incorrect_cvc,708
E013906,P007314,2026-05-08T21:34:20,capture,5103,,,
E019227,P010115,2026-05-08T21:34:32,authorize,4562,approved,,112
E026720,P014068,2026-05-08T21:34:34,capture,7947,,,
E026256,P013823,2026-05-08T21:34:38,capture,6250,,,
E004781,P002512,2026-05-08T21:34:53,capture,2294,,,
E023324,P012267,2026-05-08T21:35:00,authorize,2666,approved,,94
E022355,P011760,2026-05-08T21:35:33,capture,5875,,,
E026932,P014182,2026-05-08T21:35:53,authorize,5688,approved,,529
E034104,P017947,2026-05-08T21:36:01,capture,10308,,,
E005098,P002678,2026-05-08T21:36:56,authorize,4441,approved,,315
E019999,P010517,2026-05-08T21:36:57,authorize,6520,approved,,1078
E014058,P007397,2026-05-08T21:37:08,authorize,10697,approved,,395
E000429,P000226,2026-05-08T21:37:29,authorize,14034,approved,,823
E013481,P007091,2026-05-08T21:37:37,capture,6077,,,
E026794,P014107,2026-05-08T21:37:45,authorize,8402,declined,expired_card,602
E021391,P011248,2026-05-08T21:38:53,authorize,6603,approved,,379
E035238,P018541,2026-05-08T21:38:53,capture,3978,,,
E019844,P010436,2026-05-08T21:38:57,authorize,17321,approved,,444
E006081,P003189,2026-05-08T21:39:03,authorize,1395,approved,,741
E019398,P010203,2026-05-08T21:39:10,authorize,3438,approved,,688
E008647,P004549,2026-05-08T21:39:15,authorize,6466,approved,,191
E001989,P001039,2026-05-08T21:39:23,capture,979,,,
E007863,P004141,2026-05-08T21:39:25,capture,3086,,,
E019785,P010406,2026-05-08T21:39:34,capture,12160,,,
E028318,P014904,2026-05-08T21:39:42,capture,25116,,,
E036628,P019290,2026-05-08T21:39:54,capture,9094,,,
E022962,P012075,2026-05-08T21:40:29,authorize,6543,approved,,489
E036983,P019481,2026-05-08T21:41:06,authorize,2682,approved,,138
E002736,P001434,2026-05-08T21:41:10,capture,5432,,,
E006204,P003250,2026-05-08T21:41:28,capture,1653,,,
E016202,P008534,2026-05-08T21:41:30,capture,2324,,,
E016237,P008552,2026-05-08T21:41:33,authorize,5335,approved,,850
E012721,P006689,2026-05-08T21:41:39,authorize,4680,approved,,1032
E000928,P000490,2026-05-08T21:42:10,capture,2903,,,
E014493,P007630,2026-05-08T21:42:27,capture,2583,,,
E018524,P009745,2026-05-08T21:42:30,authorize,18037,approved,,372
E008011,P004220,2026-05-08T21:42:47,authorize,5901,approved,,1010
E036448,P019194,2026-05-08T21:42:59,authorize,1524,approved,,296
E017032,P008970,2026-05-08T21:43:09,authorize,4856,approved,,456
E033143,P017446,2026-05-08T21:43:34,authorize,2579,approved,,156
E004516,P002371,2026-05-08T21:43:35,authorize,7988,declined,pickup_card,638
E010775,P005658,2026-05-08T21:43:37,authorize,3212,declined,do_not_honor,622
E028031,P014753,2026-05-08T21:43:44,authorize,5966,approved,,1042
E027654,P014560,2026-05-08T21:43:50,authorize,1605,approved,,933
E016714,P008804,2026-05-08T21:44:03,capture,4346,,,
E023362,P012288,2026-05-08T21:44:11,capture,2973,,,
E016318,P008593,2026-05-08T21:44:24,capture,6577,,,
E017195,P009057,2026-05-08T21:44:29,capture,1104,,,
E021797,P011460,2026-05-08T21:44:32,authorize,5836,approved,,905
E019283,P010143,2026-05-08T21:44:38,capture,11258,,,
E031491,P016574,2026-05-08T21:44:48,authorize,7804,approved,,1162
E033472,P017618,2026-05-08T21:44:51,capture,11750,,,
E007800,P004106,2026-05-08T21:45:43,capture,7174,,,
E028718,P015114,2026-05-08T21:46:16,capture,4174,,,
E008394,P004417,2026-05-08T21:46:40,authorize,4344,approved,,945
E018515,P009740,2026-05-08T21:46:49,authorize,3261,approved,,375
E001630,P000858,2026-05-08T21:46:52,authorize,4175,approved,,1115
E023313,P012261,2026-05-08T21:47:07,capture,20069,,,
E015218,P008014,2026-05-08T21:47:08,authorize,4805,approved,,438
E030857,P016240,2026-05-08T21:47:15,capture,1004,,,
E001511,P000794,2026-05-08T21:47:35,refund,6989,,,
E026886,P014156,2026-05-08T21:47:37,authorize,2421,approved,,943
E002623,P001376,2026-05-08T21:48:19,capture,1723,,,
E003752,P001964,2026-05-08T21:48:21,authorize,14272,approved,,179
E034194,P017993,2026-05-08T21:48:32,authorize,9919,approved,,787
E027315,P014380,2026-05-08T21:48:35,authorize,6341,approved,,692
E033946,P017864,2026-05-08T21:48:37,capture,2472,,,
E032519,P017117,2026-05-08T21:48:50,capture,6456,,,
E010519,P005524,2026-05-08T21:49:11,capture,2652,,,
E036959,P019468,2026-05-08T21:49:28,capture,2317,,,
E020679,P010878,2026-05-08T21:49:30,capture,12825,,,
E034070,P017929,2026-05-08T21:49:50,capture,1965,,,
E017803,P009370,2026-05-08T21:50:09,capture,45214,,,
E006748,P003543,2026-05-08T21:50:11,authorize,6592,declined,insufficient_funds,127
E036342,P019135,2026-05-08T21:50:24,capture,2568,,,
E009862,P005178,2026-05-08T21:50:29,authorize,762,approved,,139
E009844,P005167,2026-05-08T21:50:43,capture,2070,,,
E016901,P008904,2026-05-08T21:50:43,capture,6498,,,
E020487,P010777,2026-05-08T21:50:51,authorize,23368,approved,,821
E032813,P017273,2026-05-08T21:51:03,authorize,9821,approved,,1008
E010654,P005596,2026-05-08T21:51:07,capture,1999,,,
E003569,P001869,2026-05-08T21:51:08,capture,2789,,,
E013477,P007089,2026-05-08T21:51:24,capture,7733,,,
E035154,P018497,2026-05-08T21:51:30,capture,2335,,,
E007504,P003946,2026-05-08T21:52:03,authorize,5218,approved,,380
E009038,P004749,2026-05-08T21:52:09,authorize,5922,approved,,982
E033873,P017826,2026-05-08T21:52:13,authorize,21126,approved,,1085
E005336,P002802,2026-05-08T21:52:22,capture,23659,,,
E032748,P017240,2026-05-08T21:52:22,capture,2358,,,
E015272,P008042,2026-05-08T21:52:58,authorize,8481,approved,,1043
E009914,P005205,2026-05-08T21:53:44,authorize,1242,approved,,614
E034358,P018077,2026-05-08T21:54:03,capture,4184,,,
E004038,P002113,2026-05-08T21:54:05,capture,2828,,,
E004367,P002292,2026-05-08T21:54:48,authorize,9473,approved,,688
E018032,P009491,2026-05-08T21:55:18,authorize,3323,approved,,779
E034153,P017972,2026-05-08T21:56:05,capture,21946,,,
E002405,P001262,2026-05-08T21:57:01,authorize,6941,approved,,790
E034906,P018364,2026-05-08T21:57:21,authorize,2648,approved,,664
E032674,P017203,2026-05-08T21:57:31,authorize,3052,approved,,671
E032613,P017168,2026-05-08T21:57:33,authorize,8968,approved,,1015
E033919,P017850,2026-05-08T21:57:38,capture,7628,,,
E005427,P002851,2026-05-08T21:57:41,authorize,1190,approved,,1198
E018311,P009637,2026-05-08T21:57:50,capture,4142,,,
E011361,P005971,2026-05-08T21:58:01,authorize,38560,approved,,492
E006479,P003398,2026-05-08T21:58:02,authorize,7894,approved,,711
E012181,P006401,2026-05-08T21:58:51,authorize,8637,approved,,1042
E012153,P006386,2026-05-08T21:59:14,capture,16800,,,
E022666,P011920,2026-05-08T21:59:35,capture,2446,,,
E023821,P012537,2026-05-08T21:59:38,capture,12440,,,
E004850,P002549,2026-05-08T21:59:42,authorize,28965,approved,,864
E037074,P019530,2026-05-08T21:59:48,authorize,3929,approved,,225
E023610,P012423,2026-05-08T21:59:59,authorize,10803,approved,,1176
E007036,P003697,2026-05-08T22:00:21,authorize,3782,approved,,595
E006785,P003563,2026-05-08T22:00:24,capture,17059,,,
E011692,P006141,2026-05-08T22:00:42,capture,6887,,,
E035055,P018441,2026-05-08T22:01:40,authorize,4717,approved,,821
E019687,P010356,2026-05-08T22:01:54,authorize,10130,declined,do_not_honor,646
E027696,P014583,2026-05-08T22:02:23,authorize,2372,approved,,339
E018955,P009971,2026-05-08T22:03:10,capture,24323,,,
E035146,P018492,2026-05-08T22:03:28,authorize,18992,approved,,679
E012579,P006611,2026-05-08T22:03:48,authorize,5704,approved,,785
E032629,P017177,2026-05-08T22:04:13,authorize,4449,approved,,519
E004240,P002225,2026-05-08T22:04:29,capture,10090,,,
E028134,P014807,2026-05-08T22:04:44,capture,7687,,,
E004871,P002559,2026-05-08T22:05:00,capture,4374,,,
E036132,P019024,2026-05-08T22:05:06,authorize,7509,approved,,1163
E035344,P018596,2026-05-08T22:05:25,capture,6694,,,
E031883,P016782,2026-05-08T22:05:39,authorize,14079,declined,insufficient_funds,114
E008411,P004426,2026-05-08T22:06:00,authorize,3611,approved,,1114
E028645,P015076,2026-05-08T22:06:31,capture,894,,,
E027835,P014653,2026-05-08T22:06:32,capture,4365,,,
E018988,P009989,2026-05-08T22:06:57,authorize,18288,approved,,123
E028715,P015113,2026-05-08T22:07:12,authorize,1472,approved,,587
E021008,P011047,2026-05-08T22:07:29,authorize,10622,approved,,1051
E025623,P013482,2026-05-08T22:07:34,capture,10281,,,
E001816,P000950,2026-05-08T22:07:54,capture,2873,,,
E023325,P012267,2026-05-08T22:08:00,void,2666,,,
E002279,P001194,2026-05-08T22:08:21,authorize,417,approved,,659
E036747,P019353,2026-05-08T22:08:26,capture,5219,,,
E014244,P007497,2026-05-08T22:08:31,capture,12275,,,
E026998,P014218,2026-05-08T22:08:45,authorize,8951,approved,,120
E025665,P013505,2026-05-08T22:08:56,capture,11130,,,
E025355,P013341,2026-05-08T22:09:40,authorize,17997,approved,,692
E035204,P018522,2026-05-08T22:09:44,capture,3195,,,
E006101,P003199,2026-05-08T22:10:02,authorize,29159,approved,,848
E002128,P001112,2026-05-08T22:11:52,capture,1723,,,
E026548,P013979,2026-05-08T22:12:07,capture,3846,,,
E017932,P009438,2026-05-08T22:12:18,authorize,19710,approved,,224
E006747,P003542,2026-05-08T22:12:24,capture,1209,,,
E037278,P019636,2026-05-08T22:12:43,capture,16894,,,
E015009,P007899,2026-05-08T22:13:35,capture,742,,,
E030694,P016151,2026-05-08T22:13:39,capture,2454,,,
E022689,P011932,2026-05-08T22:13:40,capture,2226,,,
E027536,P014497,2026-05-08T22:13:56,authorize,2578,approved,,856
E008273,P004354,2026-05-08T22:14:07,capture,13380,,,
E034141,P017966,2026-05-08T22:14:09,capture,5470,,,
E022657,P011916,2026-05-08T22:14:16,capture,2978,,,
E001005,P000530,2026-05-08T22:14:21,authorize,2500,approved,,1177
E021371,P011238,2026-05-08T22:14:26,authorize,4198,approved,,112
E029773,P015668,2026-05-08T22:14:51,capture,16049,,,
E035032,P018428,2026-05-08T22:15:19,authorize,11902,declined,do_not_honor,476
E025965,P013666,2026-05-08T22:16:21,capture,11277,,,
E025207,P013264,2026-05-08T22:16:34,capture,9497,,,
E033857,P017817,2026-05-08T22:16:39,authorize,2161,approved,,653
E024969,P013141,2026-05-08T22:16:50,void,5047,,,
E018388,P009676,2026-05-08T22:16:54,capture,11553,,,
E006387,P003349,2026-05-08T22:17:02,capture,5298,,,
E023773,P012511,2026-05-08T22:17:53,authorize,2940,declined,pickup_card,799
E031930,P016808,2026-05-08T22:18:36,capture,12541,,,
E025901,P013631,2026-05-08T22:19:03,capture,7730,,,
E016213,P008539,2026-05-08T22:19:13,capture,6280,,,
E002593,P001362,2026-05-08T22:19:18,authorize,2261,approved,,774
E005996,P003145,2026-05-08T22:19:25,capture,12482,,,
E000334,P000178,2026-05-08T22:19:28,authorize,1084,approved,,903
E031624,P016647,2026-05-08T22:19:47,authorize,1711,declined,insufficient_funds,558
E006511,P003415,2026-05-08T22:19:50,capture,2397,,,
E002587,P001357,2026-05-08T22:19:53,capture,13949,,,
E006663,P003496,2026-05-08T22:20:32,capture,1410,,,
E031268,P016455,2026-05-08T22:20:36,capture,6725,,,
E011275,P005922,2026-05-08T22:20:41,capture,2911,,,
E006230,P003264,2026-05-08T22:20:49,authorize,2968,approved,,636
E004633,P002433,2026-05-08T22:21:01,authorize,13337,approved,,925
E010829,P005686,2026-05-08T22:21:03,capture,3412,,,
E023672,P012456,2026-05-08T22:21:17,authorize,1987,approved,,693
E013142,P006912,2026-05-08T22:21:33,capture,9799,,,
E033573,P017671,2026-05-08T22:22:04,authorize,4692,approved,,124
E024527,P012906,2026-05-08T22:22:18,capture,2662,,,
E028476,P014987,2026-05-08T22:22:30,capture,5556,,,
E009061,P004760,2026-05-08T22:22:39,capture,1327,,,
E010470,P005499,2026-05-08T22:23:04,authorize,5570,declined,do_not_honor,532
E007818,P004116,2026-05-08T22:23:06,authorize,1271,timeout,,30093
E001263,P000667,2026-05-08T22:23:08,capture,9277,,,
E000844,P000444,2026-05-08T22:23:13,capture,8222,,,
E022957,P012072,2026-05-08T22:23:36,capture,2631,,,
E009766,P005128,2026-05-08T22:23:42,capture,11867,,,
E015358,P008089,2026-05-08T22:23:47,authorize,3587,approved,,1143
E001024,P000539,2026-05-08T22:23:56,capture,18013,,,
E021635,P011373,2026-05-08T22:24:02,capture,18871,,,
E012783,P006722,2026-05-08T22:24:03,capture,3548,,,
E002158,P001129,2026-05-08T22:24:22,authorize,4218,approved,,649
E001922,P001005,2026-05-08T22:24:28,capture,5025,,,
E034991,P018407,2026-05-08T22:24:36,authorize,5607,approved,,150
E020473,P010770,2026-05-08T22:25:15,authorize,15220,approved,,427
E026732,P014074,2026-05-08T22:25:35,capture,6709,,,
E031016,P016325,2026-05-08T22:26:02,authorize,4966,approved,,798
E037094,P019540,2026-05-08T22:26:07,capture,15652,,,
E037287,P019641,2026-05-08T22:26:34,authorize,1415,approved,,150
E036708,P019333,2026-05-08T22:26:44,capture,7450,,,
E012905,P006786,2026-05-08T22:26:47,authorize,1532,approved,,1049
E029444,P015496,2026-05-08T22:26:50,authorize,30907,approved,,988
E001145,P000602,2026-05-08T22:26:52,capture,7854,,,
