txn_id,timestamp,customer_id,amount,category,country,card_present,hours_since_prev_txn,txns_last_1h,is_fraud
T102157,2025-07-04 19:09:00,C1400,225.41,grocery,VN,1,9.17,0,0
T101512,2025-07-04 19:32:00,C1118,10.78,travel,US,1,10.94,0,0
T101073,2025-07-04 19:38:00,C1191,11.08,fuel,VN,1,0.73,0,0
T100309,2025-07-04 19:39:00,C1152,43.54,clothing,VN,0,7.07,1,0
T104162,2025-07-04 19:59:00,C1018,84.36,travel,VN,1,4.07,0,0
T101945,2025-07-04 20:05:00,C1232,10.39,restaurant,VN,0,15.58,0,0
T102318,2025-07-04 20:19:00,C1295,403.55,travel,BR,0,0.72,6,1
T101292,2025-07-04 20:32:00,C1030,9.65,restaurant,VN,1,3.65,0,0
T104309,2025-07-04 20:36:00,C1142,61.71,electronics,VN,0,1.3,0,0
T100958,2025-07-04 21:14:00,C1020,88.18,restaurant,VN,1,12.25,2,0
T102805,2025-07-04 21:20:00,C1396,89.77,pharmacy,VN,1,7.04,0,0
T104145,2025-07-04 21:29:00,C1020,27.32,grocery,VN,1,5.26,1,0
T101441,2025-07-04 21:32:00,C1087,31.44,pharmacy,VN,0,1.47,1,0
T101076,2025-07-04 21:44:00,C1076,11.48,fuel,VN,0,3.48,0,0
T100579,2025-07-04 21:54:00,C1386,29.17,gaming,VN,1,5.37,0,0
T105107,2025-07-04 22:29:00,C1277,35.13,clothing,VN,1,71.71,0,0
T105463,2025-07-04 22:33:00,C1211,48.77,gaming,VN,1,0.6,0,0
T101414,2025-07-04 22:52:00,C1196,11.51,restaurant,VN,1,1.94,0,0
T103005,2025-07-04 22:56:00,C1017,9.41,gaming,VN,0,4.57,0,0
T105541,2025-07-04 23:14:00,C1179,18.71,gaming,VN,0,16.87,0,0
T101731,2025-07-05 01:45:00,C1193,37.93,gaming,VN,0,3.69,0,0
T100919,2025-07-05 02:54:00,C1015,6.55,pharmacy,VN,1,25.9,2,0
T105931,2025-07-05 03:34:00,C1313,13.35,pharmacy,VN,0,8.67,0,0
T100233,2025-07-05 04:36:00,C1157,21.02,pharmacy,VN,1,1.8,3,0
T102038,2025-07-05 05:20:00,C1221,32.27,clothing,VN,1,2.43,0,0
T105027,2025-07-05 05:50:00,C1366,19.82,gaming,VN,0,4.82,1,0
T101734,2025-07-05 06:19:00,C1305,10.59,travel,VN,0,4.52,0,0
T105147,2025-07-05 06:30:00,C1378,78.81,travel,VN,0,33.53,0,0
T100807,2025-07-05 06:40:00,C1139,7.67,fuel,VN,1,4.54,1,0
T105400,2025-07-05 06:47:00,C1022,11.57,electronics,VN,1,1.92,0,0
T104591,2025-07-05 07:39:00,C1224,13.22,electronics,VN,1,38.17,0,0
T100891,2025-07-05 07:47:00,C1241,75.83,gaming,VN,0,3.57,0,0
T100113,2025-07-05 07:52:00,C1400,7.36,pharmacy,VN,1,25.54,1,0
T101679,2025-07-05 08:02:00,C1034,19.52,travel,VN,1,35.88,0,0
T104560,2025-07-05 08:06:00,C1138,13.11,grocery,VN,1,12.74,1,0
T103922,2025-07-05 08:07:00,C1111,74.67,restaurant,VN,0,1.85,1,0
T105937,2025-07-05 08:23:00,C1259,7.21,electronics,VN,0,10.8,2,0
T100882,2025-07-05 08:57:00,C1106,54.62,restaurant,VN,1,39.43,0,0
T103221,2025-07-05 09:10:00,C1310,14.46,gaming,BR,0,18.26,0,0
T103025,2025-07-05 09:17:00,C1219,8.22,pharmacy,VN,1,3.23,1,0
T101236,2025-07-05 09:33:00,C1167,3.72,gaming,RU,1,15.68,0,0
T104967,2025-07-05 09:36:00,C1002,32.84,travel,VN,0,1.79,1,0
T100272,2025-07-05 09:37:00,C1006,26.14,gaming,VN,1,2.86,0,0
T103600,2025-07-05 09:59:00,C1224,29.79,pharmacy,VN,1,4.9,0,0
T104186,2025-07-05 10:05:00,C1369,70.64,pharmacy,VN,1,1.52,0,0
T104121,2025-07-05 10:15:00,C1221,56.76,pharmacy,VN,0,25.27,2,0
T101743,2025-07-05 10:33:00,C1143,6.05,restaurant,VN,0,3.93,0,0
T104693,2025-07-05 10:46:00,C1366,8.73,fuel,VN,1,91.67,2,0
T102071,2025-07-05 10:49:00,C1267,21.0,pharmacy,VN,0,2.18,1,0
T105355,2025-07-05 11:09:00,C1287,79.04,electronics,VN,0,1.36,0,0
T104819,2025-07-05 11:10:00,C1270,14.19,fuel,VN,1,25.54,0,0
T102644,2025-07-05 11:17:00,C1014,26.55,electronics,RU,1,1.98,0,0
T105350,2025-07-05 11:25:00,C1092,48.33,electronics,VN,0,35.53,0,0
T105711,2025-07-05 11:30:00,C1255,26.11,grocery,VN,1,9.6,2,0
T103536,2025-07-05 11:50:00,C1167,23.61,fuel,VN,0,12.02,0,0
T103726,2025-07-05 11:50:00,C1078,79.27,gaming,VN,1,1.78,0,0
T105189,2025-07-05 11:53:00,C1107,38.24,grocery,VN,1,3.55,1,0
T104911,2025-07-05 11:57:00,C1017,41.61,electronics,VN,0,23.12,1,0
T101216,2025-07-05 11:58:00,C1184,20.86,travel,VN,0,4.99,0,0
T104653,2025-07-05 12:06:00,C1014,10.16,fuel,VN,1,18.07,3,0
T104094,2025-07-05 12:23:00,C1394,2.65,restaurant,VN,0,9.51,2,0
T101020,2025-07-05 12:30:00,C1030,8.64,electronics,VN,1,4.97,1,0
T100685,2025-07-05 12:33:00,C1279,19.35,electronics,VN,0,1.46,1,0
T102018,2025-07-05 12:51:00,C1309,60.41,electronics,VN,1,21.17,0,0
T101982,2025-07-05 13:03:00,C1354,25.79,gaming,VN,1,41.06,1,0
T102135,2025-07-05 13:13:00,C1084,8.84,gaming,VN,1,2.37,2,0
T105127,2025-07-05 13:44:00,C1251,17.46,gaming,VN,0,6.75,2,0
T103773,2025-07-05 13:58:00,C1180,26.99,grocery,VN,0,21.98,3,0
T102100,2025-07-05 14:02:00,C1296,273.79,fuel,VN,0,10.37,0,0
T105562,2025-07-05 14:04:00,C1157,5.75,grocery,VN,0,1.41,0,0
T101096,2025-07-05 14:06:00,C1386,35.44,clothing,VN,0,5.46,1,0
T100614,2025-07-05 14:24:00,C1103,19.91,restaurant,VN,0,13.47,0,0
T101585,2025-07-05 14:38:00,C1362,11.51,travel,VN,1,1.78,1,0
T105954,2025-07-05 14:40:00,C1264,55.29,pharmacy,VN,0,11.5,0,0
T105365,2025-07-05 14:41:00,C1248,18.89,restaurant,VN,1,8.29,0,0
T103824,2025-07-05 14:53:00,C1121,10.16,restaurant,VN,0,2.35,0,0
T104643,2025-07-05 14:56:00,C1160,24.35,restaurant,VN,1,0.95,1,0
T105709,2025-07-05 15:18:00,C1127,16.89,travel,VN,1,27.07,0,0
T102516,2025-07-05 15:31:00,C1193,14.39,travel,VN,0,11.2,0,0
T104463,2025-07-05 15:31:00,C1193,24.77,gaming,VN,0,16.3,0,0
T103863,2025-07-05 15:42:00,C1246,98.5,electronics,VN,1,20.34,2,0
T100135,2025-07-05 15:53:00,C1074,15.4,gaming,SG,0,4.3,0,0
T101725,2025-07-05 16:04:00,C1057,8.2,grocery,VN,0,4.26,0,0
T100162,2025-07-05 16:10:00,C1248,8.82,gaming,VN,1,7.41,0,0
T103814,2025-07-05 16:12:00,C1131,10.07,grocery,VN,0,1.84,3,0
T103895,2025-07-05 16:29:00,C1300,59.12,gaming,VN,1,7.95,1,0
T100763,2025-07-05 16:43:00,C1247,19.15,travel,VN,1,2.05,0,0
T101286,2025-07-05 16:58:00,C1057,7.16,fuel,VN,1,2.52,0,0
T103183,2025-07-05 17:22:00,C1358,85.73,gaming,VN,1,33.83,0,0
T103584,2025-07-05 17:26:00,C1040,27.57,travel,VN,1,2.92,0,0
T103339,2025-07-05 17:27:00,C1177,49.97,travel,VN,1,44.63,0,0
T103459,2025-07-05 17:36:00,C1012,47.81,pharmacy,VN,0,19.85,1,0
T101390,2025-07-05 17:49:00,C1115,21.37,clothing,BR,1,5.45,0,0
T105636,2025-07-05 17:51:00,C1078,40.84,grocery,VN,0,0.83,0,0
T100264,2025-07-05 17:58:00,C1337,10.33,travel,VN,1,4.65,1,0
T102794,2025-07-05 17:59:00,C1014,16.82,travel,VN,1,1.68,0,0
T101276,2025-07-05 18:04:00,C1090,21.05,fuel,VN,1,8.91,0,0
T100262,2025-07-05 18:07:00,C1384,29.55,clothing,VN,1,126.41,0,0
T102943,2025-07-05 18:08:00,C1022,53.32,pharmacy,VN,1,3.24,0,0
T103020,2025-07-05 18:08:00,C1164,19.02,clothing,VN,1,0.93,0,0
T101653,2025-07-05 18:24:00,C1174,20.13,pharmacy,VN,1,9.64,0,0
T102743,2025-07-05 18:29:00,C1212,9.54,clothing,VN,0,2.91,0,0
T103707,2025-07-05 18:35:00,C1196,45.99,electronics,VN,1,2.85,0,0
T105282,2025-07-05 18:35:00,C1384,25.17,grocery,VN,1,4.32,0,0
T103829,2025-07-05 18:36:00,C1320,64.29,gaming,VN,1,18.08,0,0
T104101,2025-07-05 18:44:00,C1025,52.73,electronics,VN,1,7.39,0,0
T103190,2025-07-05 19:03:00,C1373,10.06,pharmacy,VN,1,7.3,0,0
T104608,2025-07-05 19:03:00,C1056,8.85,electronics,VN,1,24.66,1,0
T104241,2025-07-05 19:22:00,C1146,35.66,restaurant,VN,1,19.8,0,0
T103572,2025-07-05 19:42:00,C1008,24.69,clothing,VN,0,13.66,0,0
T104663,2025-07-05 19:45:00,C1191,60.97,restaurant,VN,1,4.34,1,0
T101540,2025-07-05 20:28:00,C1056,9.52,grocery,VN,1,8.39,1,0
T102431,2025-07-05 20:28:00,C1399,21.43,travel,VN,0,8.73,0,0
T104412,2025-07-05 20:43:00,C1312,10.13,gaming,VN,1,17.16,0,0
T102993,2025-07-05 20:45:00,C1222,29.66,restaurant,VN,0,1.37,0,0
T102402,2025-07-05 20:46:00,C1108,12.24,grocery,VN,1,16.86,0,0
T103143,2025-07-05 20:47:00,C1382,9.97,fuel,VN,1,24.69,1,0
T103449,2025-07-05 21:07:00,C1101,17.33,fuel,VN,0,25.68,1,0
T104615,2025-07-05 21:12:00,C1295,85.28,grocery,VN,0,4.41,1,0
T102899,2025-07-05 21:38:00,C1285,21.61,fuel,BR,1,2.73,1,0
T104180,2025-07-05 21:59:00,C1110,25.81,gaming,VN,1,6.07,1,0
T105840,2025-07-05 22:39:00,C1276,25.23,travel,VN,1,2.08,0,0
T104918,2025-07-05 22:44:00,C1122,5.29,pharmacy,VN,1,20.32,0,0
T104837,2025-07-05 23:31:00,C1195,56.76,electronics,VN,1,8.38,1,0
T105287,2025-07-05 23:56:00,C1108,21.11,grocery,VN,1,14.95,0,0
T102334,2025-07-06 00:21:00,C1358,32.0,clothing,VN,0,4.07,0,0
T102153,2025-07-06 01:19:00,C1130,73.55,grocery,VN,0,0.38,1,1
T100193,2025-07-06 02:00:00,C1000,21.53,travel,VN,1,3.77,0,0
T104376,2025-07-06 06:15:00,C1194,18.85,gaming,VN,0,4.85,0,0
T102105,2025-07-06 06:18:00,C1167,26.44,fuel,VN,0,6.35,0,0
T105551,2025-07-06 06:38:00,C1093,40.56,gaming,VN,0,7.1,2,0
T104240,2025-07-06 07:12:00,C1100,13.48,grocery,VN,1,3.62,2,0
T105220,2025-07-06 07:22:00,C1084,10.25,electronics,VN,1,7.75,0,0
T105479,2025-07-06 07:30:00,C1377,22.61,fuel,VN,1,4.75,1,0
T105665,2025-07-06 08:12:00,C1331,6.18,clothing,VN,0,0.61,1,0
T102224,2025-07-06 09:07:00,C1279,8.34,fuel,VN,0,8.38,1,0
T104243,2025-07-06 09:13:00,C1259,7.15,fuel,VN,1,3.32,0,0
T102182,2025-07-06 09:26:00,C1340,38.54,gaming,GB,0,13.67,1,0
T105497,2025-07-06 09:36:00,C1374,15.49,pharmacy,VN,1,18.86,0,0
T104827,2025-07-06 09:37:00,C1216,25.32,travel,VN,1,23.64,0,0
T101631,2025-07-06 09:45:00,C1219,44.52,restaurant,VN,1,19.14,1,0
T100971,2025-07-06 09:50:00,C1243,25.22,gaming,VN,0,47.96,0,0
T102436,2025-07-06 09:54:00,C1265,15.08,grocery,VN,0,21.99,0,0
T105945,2025-07-06 10:07:00,C1381,28.09,electronics,VN,0,13.93,0,0
T100963,2025-07-06 10:33:00,C1031,16.26,gaming,VN,1,9.0,0,0
T104581,2025-07-06 10:38:00,C1381,39.65,restaurant,VN,1,5.35,0,0
T103497,2025-07-06 10:46:00,C1392,60.23,grocery,VN,0,11.77,0,0
T105698,2025-07-06 10:59:00,C1011,15.9,pharmacy,VN,1,15.17,1,0
T104080,2025-07-06 11:12:00,C1219,67.31,grocery,VN,0,2.15,2,0
T100825,2025-07-06 11:51:00,C1214,332.1,grocery,VN,0,24.11,0,0
T103012,2025-07-06 11:51:00,C1262,38.38,clothing,VN,1,7.74,0,0
T104160,2025-07-06 12:16:00,C1395,12.87,restaurant,VN,1,2.33,0,0
T102147,2025-07-06 12:21:00,C1106,55.97,fuel,VN,1,39.22,0,0
T105920,2025-07-06 12:34:00,C1374,10.73,clothing,VN,1,16.14,2,0
T103620,2025-07-06 12:39:00,C1060,22.38,fuel,VN,1,2.76,0,0
T104890,2025-07-06 12:47:00,C1213,17.47,travel,VN,1,6.41,0,0
T100484,2025-07-06 12:53:00,C1350,8.04,fuel,VN,1,30.44,2,0
T103575,2025-07-06 12:59:00,C1242,7.2,restaurant,VN,1,4.92,1,0
T100319,2025-07-06 13:05:00,C1213,14.91,restaurant,VN,0,3.19,0,0
T100613,2025-07-06 13:10:00,C1002,9.93,clothing,VN,1,80.03,0,0
T104935,2025-07-06 13:12:00,C1224,19.45,electronics,VN,0,7.46,0,0
T102573,2025-07-06 13:15:00,C1233,6.33,travel,VN,0,7.63,0,0
T101423,2025-07-06 13:16:00,C1046,15.64,fuel,VN,1,6.26,0,0
T102885,2025-07-06 13:20:00,C1042,47.9,gaming,VN,1,1.32,0,0
T103169,2025-07-06 13:36:00,C1215,8.45,fuel,VN,1,9.27,0,0
T101071,2025-07-06 13:49:00,C1383,14.44,fuel,VN,1,5.08,0,0
T100573,2025-07-06 14:20:00,C1042,105.21,gaming,VN,1,19.54,0,0
T102620,2025-07-06 14:57:00,C1302,28.0,restaurant,VN,1,4.0,0,0
T102963,2025-07-06 15:05:00,C1134,39.32,travel,VN,1,4.02,0,0
T102833,2025-07-06 15:24:00,C1366,14.37,restaurant,VN,1,111.58,1,0
T104548,2025-07-06 15:34:00,C1061,14.95,travel,VN,1,4.85,0,0
T103525,2025-07-06 15:36:00,C1208,8.89,gaming,VN,1,21.74,0,0
T104301,2025-07-06 15:52:00,C1176,6.21,fuel,VN,1,48.17,0,0
T102508,2025-07-06 16:16:00,C1138,69.68,clothing,VN,0,14.1,0,0
T101759,2025-07-06 16:22:00,C1044,23.91,grocery,VN,0,6.55,0,0
T102138,2025-07-06 16:26:00,C1184,33.52,grocery,VN,0,0.3,3,0
T101191,2025-07-06 16:27:00,C1087,13.65,electronics,VN,1,8.35,0,0
T104687,2025-07-06 16:39:00,C1241,13.46,fuel,VN,0,2.81,1,0
T103233,2025-07-06 16:46:00,C1194,11.37,electronics,VN,1,12.47,1,0
T103938,2025-07-06 17:20:00,C1173,142.65,pharmacy,VN,1,6.0,0,0
T104153,2025-07-06 17:28:00,C1318,12.32,gaming,VN,1,15.0,0,0
T101774,2025-07-06 17:38:00,C1077,65.18,grocery,VN,1,14.64,2,0
T102090,2025-07-06 17:48:00,C1107,27.55,grocery,VN,0,7.67,0,0
T103850,2025-07-06 17:59:00,C1056,19.39,electronics,VN,1,42.07,0,0
T102109,2025-07-06 18:10:00,C1275,153.72,electronics,VN,1,18.27,1,0
T104312,2025-07-06 18:11:00,C1230,50.32,clothing,VN,1,1.85,0,0
T102093,2025-07-06 18:14:00,C1017,42.26,restaurant,VN,0,3.96,0,0
T100969,2025-07-06 18:17:00,C1189,32.09,grocery,VN,1,28.32,0,0
T105512,2025-07-06 18:17:00,C1307,18.61,electronics,VN,1,0.96,0,0
T104351,2025-07-06 18:22:00,C1340,37.63,electronics,SG,0,0.13,4,1
T102584,2025-07-06 18:32:00,C1209,31.27,travel,VN,0,17.42,1,0
T101380,2025-07-06 18:40:00,C1102,78.41,pharmacy,VN,0,5.66,2,0
T104634,2025-07-06 18:40:00,C1282,24.88,gaming,VN,1,0.77,1,0
T102175,2025-07-06 18:47:00,C1128,15.16,pharmacy,VN,0,6.8,0,0
T100842,2025-07-06 19:22:00,C1118,65.38,travel,VN,1,41.15,0,0
T104247,2025-07-06 19:25:00,C1330,27.31,grocery,VN,1,5.98,0,0
T105947,2025-07-06 19:29:00,C1060,51.67,pharmacy,VN,1,26.93,0,0
T103312,2025-07-06 19:32:00,C1243,35.67,fuel,VN,1,38.41,3,0
T100412,2025-07-06 20:21:00,C1094,25.23,travel,VN,0,9.29,0,0
T100516,2025-07-06 20:38:00,C1269,20.99,restaurant,VN,1,12.04,1,0
T102260,2025-07-06 20:43:00,C1140,7.5,pharmacy,VN,1,35.79,1,0
T100850,2025-07-06 20:53:00,C1268,11.17,travel,BR,1,3.28,1,0
T105646,2025-07-06 21:22:00,C1267,46.82,electronics,GB,0,3.56,0,0
T104617,2025-07-06 21:33:00,C1300,23.1,grocery,VN,0,2.7,0,0
T100289,2025-07-06 23:37:00,C1201,38.54,travel,JP,0,0.07,2,1
T101174,2025-07-07 00:11:00,C1216,8.85,gaming,VN,0,18.84,0,0
T100487,2025-07-07 00:19:00,C1377,26.8,grocery,VN,1,4.05,1,0
T102113,2025-07-07 00:59:00,C1026,20.07,restaurant,VN,1,2.62,0,0
T100415,2025-07-07 01:29:00,C1146,21.95,gaming,VN,1,14.16,0,0
T102783,2025-07-07 03:09:00,C1197,6.63,grocery,VN,1,16.69,0,0
T104486,2025-07-07 04:27:00,C1178,49.59,travel,VN,0,1.23,0,1
T102240,2025-07-07 05:35:00,C1160,20.9,gaming,VN,1,15.76,0,0
T102500,2025-07-07 06:35:00,C1264,27.49,clothing,VN,1,10.83,0,0
T104104,2025-07-07 07:10:00,C1040,13.78,clothing,JP,0,8.19,0,0
T101772,2025-07-07 07:18:00,C1189,23.18,fuel,VN,1,5.63,0,0
T105392,2025-07-07 07:21:00,C1118,26.18,gaming,VN,1,0.74,1,0
T105774,2025-07-07 07:28:00,C1076,46.3,gaming,VN,1,19.1,0,0
T100327,2025-07-07 07:54:00,C1391,25.14,gaming,VN,1,1.47,2,0
T102371,2025-07-07 07:58:00,C1195,35.93,fuel,VN,0,6.36,1,0
T105498,2025-07-07 08:05:00,C1226,14.77,pharmacy,VN,1,43.64,0,0
T102732,2025-07-07 08:15:00,C1017,14.38,fuel,VN,1,20.39,0,0
T100534,2025-07-07 08:25:00,C1036,40.26,pharmacy,VN,0,8.56,0,0
T103101,2025-07-07 08:26:00,C1391,18.47,fuel,JP,1,47.03,3,0
T102172,2025-07-07 08:52:00,C1277,21.64,grocery,VN,0,7.14,0,0
T102538,2025-07-07 09:02:00,C1375,31.6,electronics,US,1,5.33,0,0
T104649,2025-07-07 09:29:00,C1235,29.31,grocery,VN,0,6.74,0,0
T104568,2025-07-07 09:31:00,C1363,19.95,pharmacy,VN,1,31.26,0,0
T101515,2025-07-07 09:43:00,C1014,49.57,gaming,VN,1,9.92,0,0
T103052,2025-07-07 09:48:00,C1314,26.7,gaming,VN,0,11.13,0,0
T101122,2025-07-07 09:57:00,C1086,14.93,fuel,JP,0,14.53,0,0
T103099,2025-07-07 10:04:00,C1026,6.6,gaming,VN,1,6.34,3,0
T100610,2025-07-07 10:06:00,C1036,20.25,grocery,VN,0,2.72,1,0
T100063,2025-07-07 10:20:00,C1075,15.75,grocery,VN,1,11.72,0,0
T105250,2025-07-07 10:25:00,C1395,45.08,fuel,VN,0,11.54,0,0
T104713,2025-07-07 10:26:00,C1237,17.65,grocery,VN,1,33.32,1,0
T101809,2025-07-07 10:46:00,C1123,34.31,fuel,VN,1,1.76,1,0
T102131,2025-07-07 10:49:00,C1222,21.63,clothing,VN,0,1.86,0,0
T103323,2025-07-07 11:03:00,C1303,17.7,gaming,VN,1,60.75,0,0
T103978,2025-07-07 12:02:00,C1395,19.33,fuel,VN,1,9.1,1,0
T105170,2025-07-07 12:06:00,C1395,6.77,pharmacy,VN,1,11.2,1,0
T104753,2025-07-07 12:24:00,C1357,14.78,gaming,VN,1,3.56,2,0
T101078,2025-07-07 12:37:00,C1307,34.03,grocery,VN,0,6.24,0,0
T101517,2025-07-07 12:37:00,C1198,6.63,travel,VN,1,4.86,0,0
T103560,2025-07-07 12:40:00,C1219,28.19,electronics,VN,1,29.93,0,0
T101963,2025-07-07 12:42:00,C1026,15.22,grocery,VN,1,27.08,0,0
T101787,2025-07-07 12:43:00,C1140,13.09,fuel,VN,1,12.13,1,0
T103355,2025-07-07 13:06:00,C1338,45.28,electronics,VN,1,12.93,1,0
T102415,2025-07-07 13:21:00,C1328,22.13,gaming,VN,0,3.8,1,0
T105988,2025-07-07 13:24:00,C1147,39.67,grocery,US,1,107.29,2,0
T105901,2025-07-07 13:27:00,C1168,15.38,gaming,VN,1,42.45,3,0
T102655,2025-07-07 13:31:00,C1375,16.27,grocery,VN,1,0.57,0,0
T102567,2025-07-07 14:02:00,C1303,26.65,pharmacy,VN,0,11.04,1,0
T105660,2025-07-07 14:05:00,C1094,111.26,grocery,VN,1,10.63,0,0
T102647,2025-07-07 14:13:00,C1293,12.86,pharmacy,VN,1,50.8,0,0
T100358,2025-07-07 14:36:00,C1322,16.67,fuel,VN,1,4.68,0,0
T105828,2025-07-07 14:49:00,C1265,32.5,fuel,VN,1,396.76,0,0
T103594,2025-07-07 14:58:00,C1001,24.87,grocery,VN,0,34.59,0,0
T104710,2025-07-07 15:17:00,C1174,14.78,restaurant,SG,1,32.9,0,0
T104540,2025-07-07 15:36:00,C1049,17.13,travel,VN,1,3.35,1,0
T104393,2025-07-07 15:50:00,C1330,25.56,restaurant,VN,1,33.88,1,0
T105835,2025-07-07 15:53:00,C1011,9.66,pharmacy,VN,1,1.95,0,0
T101666,2025-07-07 15:55:00,C1002,87.16,pharmacy,VN,0,11.84,1,0
T105548,2025-07-07 17:04:00,C1086,13.27,pharmacy,VN,0,9.46,1,0
T101159,2025-07-07 17:18:00,C1044,38.71,clothing,VN,0,6.95,1,0
T104675,2025-07-07 17:18:00,C1093,36.88,travel,VN,0,3.83,1,0
T103238,2025-07-07 17:19:00,C1022,2.16,grocery,VN,0,1.39,0,0
T102116,2025-07-07 17:28:00,C1379,70.29,pharmacy,VN,1,23.62,0,0
T105897,2025-07-07 17:43:00,C1328,19.17,fuel,VN,1,1.11,0,0
T105242,2025-07-07 17:45:00,C1161,36.61,travel,RU,1,17.63,1,0
T101361,2025-07-07 18:05:00,C1368,25.95,pharmacy,VN,0,45.29,0,0
T102814,2025-07-07 18:12:00,C1167,40.32,clothing,VN,0,32.26,0,0
T101764,2025-07-07 18:21:00,C1142,38.33,grocery,SG,0,53.15,0,0
T105442,2025-07-07 18:28:00,C1319,22.06,restaurant,VN,1,7.23,0,0
T104525,2025-07-07 18:32:00,C1002,27.84,fuel,VN,0,10.98,1,0
T102237,2025-07-07 19:58:00,C1070,11.09,pharmacy,VN,0,4.01,0,0
T104562,2025-07-07 20:27:00,C1075,42.04,clothing,SG,1,60.48,0,0
T105468,2025-07-07 20:40:00,C1077,37.89,restaurant,VN,1,12.31,0,0
T104542,2025-07-07 20:51:00,C1328,13.25,travel,VN,1,46.67,0,0
T103783,2025-07-07 20:53:00,C1222,13.21,restaurant,VN,1,7.7,0,0
T102944,2025-07-07 21:02:00,C1216,70.7,grocery,VN,0,0.38,0,0
T103265,2025-07-07 21:22:00,C1198,36.27,pharmacy,VN,1,19.72,0,0
T104938,2025-07-07 21:22:00,C1074,68.39,restaurant,VN,1,25.19,0,0
T100968,2025-07-07 21:39:00,C1078,24.38,fuel,VN,1,1.79,0,0
T100267,2025-07-07 22:01:00,C1254,100.38,travel,VN,0,7.19,2,0
T100464,2025-07-07 22:08:00,C1362,34.87,gaming,VN,1,1.45,0,0
T103984,2025-07-07 22:13:00,C1209,38.35,pharmacy,VN,1,54.23,0,0
T101082,2025-07-07 23:08:00,C1063,93.33,travel,BR,0,0.16,3,1
T101930,2025-07-07 23:58:00,C1270,27.5,gaming,VN,1,1.3,1,0
T105658,2025-07-08 00:03:00,C1170,39.72,pharmacy,VN,1,6.5,1,0
T103810,2025-07-08 00:32:00,C1267,19.67,grocery,VN,1,23.94,0,0
T104020,2025-07-08 01:42:00,C1084,41.52,gaming,US,0,0.65,6,1
T104908,2025-07-08 03:05:00,C1304,8.82,travel,VN,1,4.66,0,0
T100946,2025-07-08 03:32:00,C1346,15.74,clothing,VN,0,0.54,4,1
T100994,2025-07-08 03:36:00,C1205,19.4,clothing,VN,1,29.01,1,0
T102187,2025-07-08 04:48:00,C1261,16.02,electronics,VN,0,29.56,1,0
T103656,2025-07-08 06:04:00,C1023,20.42,electronics,VN,1,8.94,0,0
T105432,2025-07-08 06:25:00,C1079,19.13,restaurant,VN,1,6.79,0,0
T105767,2025-07-08 06:44:00,C1325,13.8,electronics,VN,0,17.81,1,0
T104440,2025-07-08 07:22:00,C1376,270.59,travel,JP,1,0.36,5,1
T105815,2025-07-08 07:24:00,C1263,17.54,travel,VN,1,16.62,0,0
T101902,2025-07-08 07:33:00,C1228,36.31,restaurant,VN,1,7.19,0,0
T104739,2025-07-08 07:52:00,C1187,7.98,travel,VN,1,10.71,1,0
T105739,2025-07-08 08:02:00,C1293,8.76,fuel,VN,1,4.08,1,0
T100380,2025-07-08 08:43:00,C1296,15.97,restaurant,VN,0,3.28,0,0
T102365,2025-07-08 08:48:00,C1151,52.23,clothing,VN,1,2.34,0,0
T102232,2025-07-08 08:49:00,C1132,125.39,pharmacy,VN,1,5.76,3,0
T102103,2025-07-08 09:00:00,C1335,22.22,travel,VN,0,7.54,1,0
T101837,2025-07-08 09:22:00,C1120,7.81,gaming,VN,1,1.15,2,0
T103316,2025-07-08 09:31:00,C1358,14.76,fuel,VN,0,17.96,0,0
T103861,2025-07-08 09:34:00,C1202,67.35,gaming,VN,1,28.15,0,0
T100716,2025-07-08 09:52:00,C1376,16.97,electronics,VN,1,2.55,0,0
T105728,2025-07-08 09:57:00,C1023,17.68,pharmacy,VN,1,15.79,0,0
T102254,2025-07-08 09:59:00,C1162,23.38,grocery,VN,0,7.28,0,0
T100489,2025-07-08 10:17:00,C1151,15.63,grocery,VN,1,4.62,1,0
T104303,2025-07-08 10:48:00,C1336,34.35,electronics,VN,1,49.49,1,0
T100665,2025-07-08 10:51:00,C1391,84.27,gaming,VN,0,1.91,2,0
T102096,2025-07-08 10:53:00,C1255,10.44,grocery,VN,1,57.12,2,0
T102909,2025-07-08 11:00:00,C1304,5.98,restaurant,VN,1,30.82,0,0
T101012,2025-07-08 11:06:00,C1387,14.22,pharmacy,VN,1,19.56,0,0
T105478,2025-07-08 11:13:00,C1350,27.0,travel,VN,1,24.75,0,0
T103433,2025-07-08 11:19:00,C1256,35.01,gaming,VN,1,3.96,1,0
T103050,2025-07-08 11:20:00,C1113,19.56,travel,BR,0,3.93,0,0
T104413,2025-07-08 11:33:00,C1063,6.75,electronics,VN,0,9.28,0,0
T100493,2025-07-08 11:38:00,C1033,35.22,restaurant,VN,0,5.14,0,0
T104194,2025-07-08 11:38:00,C1188,155.99,gaming,VN,0,7.56,1,0
T102341,2025-07-08 11:41:00,C1251,10.3,travel,VN,1,1.2,1,0
T103772,2025-07-08 11:41:00,C1352,22.01,electronics,VN,1,6.23,0,0
T102088,2025-07-08 12:03:00,C1395,25.16,fuel,VN,1,32.51,1,0
T104344,2025-07-08 12:05:00,C1296,30.75,clothing,VN,0,8.97,0,0
T103714,2025-07-08 12:07:00,C1270,57.19,clothing,VN,0,18.48,0,0
